Nombre;Codigo;Clase
2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42];EC:4.1.2.14 4.1.3.42;Lyases
2-dehydro-3-deoxygluconokinase [EC:2.7.1.45];EC:2.7.1.45;Transferases
ribose 5-phosphate isomerase B [EC:5.3.1.6];EC:5.3.1.6;Isomerases
ribulose-phosphate 3-epimerase [EC:5.1.3.1];EC:5.1.3.1;Isomerases
transketolase [EC:2.2.1.1];EC:2.2.1.1;Transferases
phosphopentomutase [EC:5.4.2.7];EC:5.4.2.7;Isomerases
ribose-phosphate pyrophosphokinase [EC:2.7.6.1];EC:2.7.6.1;Transferases
transaldolase [EC:2.2.1.2];EC:2.2.1.2;Transferases
deoxyribose-phosphate aldolase [EC:4.1.2.4];EC:4.1.2.4;Lyases
xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22];EC:4.1.2.9 4.1.2.22;Lyases
6-phospho-3-hexuloisomerase [EC:5.3.1.27];EC:5.3.1.27;Isomerases
3-hexulose-6-phosphate synthase [EC:4.1.2.43];EC:4.1.2.43;Lyases
glucuronate isomerase [EC:5.3.1.12];EC:5.3.1.12;Isomerases
tagaturonate reductase [EC:1.1.1.58];EC:1.1.1.58;Oxidoreductases
altronate hydrolase [EC:4.2.1.7];EC:4.2.1.7;Lyases
L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4];EC:5.1.3.4;Isomerases
xylulokinase [EC:2.7.1.17];EC:2.7.1.17;Transferases
2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127];EC:1.1.1.127;Oxidoreductases
mannonate dehydratase [EC:4.2.1.8];EC:4.2.1.8;Lyases
fructan beta-fructosidase [EC:3.2.1.80];EC:3.2.1.80;Hydrolases
fructokinase [EC:2.7.1.4];EC:2.7.1.4;Transferases
mannitol PTS system EIICBA or EIICB component [EC:2.7.1.197];EC:2.7.1.197;Transferases
mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17];EC:1.1.1.17;Oxidoreductases
mannose-6-phosphate isomerase [EC:5.3.1.8];EC:5.3.1.8;Isomerases
1-phosphofructokinase [EC:2.7.1.56];EC:2.7.1.56;Transferases
Pfam: PTSIIB_sorb;b;No informacion
mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8];EC:2.7.7.13 5.4.2.8;Transferases
mannose-1-phosphate guanylyltransferase [EC:2.7.7.13];EC:2.7.7.13;Transferases
GDPmannose 4,6-dehydratase [EC:4.2.1.47];EC:4.2.1.47;Lyases
GDP-L-fucose synthase [EC:1.1.1.271];EC:1.1.1.271;Oxidoreductases
fructose PTS system EIIA component [EC:2.7.1.202];EC:2.7.1.202;Transferases
mannan endo-1,4-beta-mannosidase [EC:3.2.1.78];EC:3.2.1.78;Hydrolases
tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40];EC:4.1.2.40;Lyases
tagatose 6-phosphate kinase [EC:2.7.1.144];EC:2.7.1.144;Transferases
galactose-6-phosphate isomerase [EC:5.3.1.26];EC:5.3.1.26;Isomerases
6-phospho-beta-galactosidase [EC:3.2.1.85];EC:3.2.1.85;Hydrolases
lactose PTS system EIICB component [EC:2.7.1.207];EC:2.7.1.207;Transferases
UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9];EC:2.7.7.9;Transferases
UDP-glucose 4-epimerase [EC:5.1.3.2];EC:5.1.3.2;Isomerases
UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12];EC:2.7.7.12;Transferases
beta-fructofuranosidase [EC:3.2.1.26];EC:3.2.1.26;Hydrolases
alpha-glucosidase [EC:3.2.1.20];EC:3.2.1.20;Hydrolases
galactokinase [EC:2.7.1.6];EC:2.7.1.6;Transferases
beta-galactosidase [EC:3.2.1.23];EC:3.2.1.23;Hydrolases
UDP-galactopyranose mutase [EC:5.4.99.9];EC:5.4.99.9;Isomerases
[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39];EC:2.3.1.39;Transferases
acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15];EC:6.4.1.2 2.1.3.15;Ligases
3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];EC:2.3.1.179;Transferases
3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];EC:1.1.1.100;Oxidoreductases
3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59];EC:4.2.1.59;Lyases
enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9];EC:1.3.1.9;Oxidoreductases
3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180];EC:2.3.1.180;Transferases
enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44];EC:1.3.1.9 1.3.1.44;Oxidoreductases
butyryl-CoA dehydrogenase [EC:1.3.8.1];EC:1.3.8.1;Oxidoreductases
acetyl-CoA C-acetyltransferase [EC:2.3.1.9];EC:2.3.1.9;Transferases
manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1];EC:3.6.1.1;Hydrolases
polyphosphate kinase [EC:2.7.4.1];EC:2.7.4.1;Transferases
F-type H+-transporting ATPase subunit epsilon;n;No informacion
glutamine synthetase [EC:6.3.1.2];EC:6.3.1.2;Ligases
glutamate dehydrogenase (NADP+) [EC:1.4.1.4];EC:1.4.1.4;Oxidoreductases
aspartate aminotransferase [EC:2.6.1.1];EC:2.6.1.1;Transferases
glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1];EC:2.3.1.35 2.3.1.1;Transferases
acetylglutamate kinase [EC:2.7.2.8];EC:2.7.2.8;Transferases
N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38];EC:1.2.1.38;Oxidoreductases
acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17];EC:2.6.1.11 2.6.1.17;Transferases
arginase [EC:3.5.3.1];EC:3.5.3.1;Hydrolases
ornithine carbamoyltransferase [EC:2.1.3.3];EC:2.1.3.3;Transferases
argininosuccinate synthase [EC:6.3.4.5];EC:6.3.4.5;Ligases
argininosuccinate lyase [EC:4.3.2.1];EC:4.3.2.1;Lyases
ADP-ribose pyrophosphatase [EC:3.6.1.13];EC:3.6.1.13;Hydrolases
amidophosphoribosyltransferase [EC:2.4.2.14];EC:2.4.2.14;Transferases
phosphoribosylamine---glycine ligase [EC:6.3.4.13];EC:6.3.4.13;Ligases
phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2];EC:2.1.2.2;Transferases
phosphoribosylformylglycinamidine synthase [EC:6.3.5.3];EC:6.3.5.3;Ligases
phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1];EC:6.3.3.1;Ligases
phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6];EC:6.3.2.6;Ligases
adenylosuccinate lyase [EC:4.3.2.2];EC:4.3.2.2;Lyases
adenine phosphoribosyltransferase [EC:2.4.2.7];EC:2.4.2.7;Transferases
phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10];EC:2.1.2.3 3.5.4.10;Transferases
sulfate adenylyltransferase subunit 2 [EC:2.7.7.4];EC:2.7.7.4;Transferases
adenylylsulfate kinase [EC:2.7.1.25];EC:2.7.1.25;Transferases
adenylosuccinate synthase [EC:6.3.4.4];EC:6.3.4.4;Ligases
IMP dehydrogenase [EC:1.1.1.205];EC:1.1.1.205;Oxidoreductases
hypoxanthine phosphoribosyltransferase [EC:2.4.2.8];EC:2.4.2.8;Transferases
2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5];EC:3.1.4.16 3.1.3.6 3.1.3.5;Hydrolases
adenosine deaminase [EC:3.5.4.4];EC:3.5.4.4;Hydrolases
purine-nucleoside phosphorylase [EC:2.4.2.1];EC:2.4.2.1;Transferases
adenine deaminase [EC:3.5.4.2];EC:3.5.4.2;Hydrolases
adenylate kinase [EC:2.7.4.3];EC:2.7.4.3;Transferases
ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1];EC:1.17.4.1;Oxidoreductases
adenylate cyclase, class 2 [EC:4.6.1.1];EC:4.6.1.1;Lyases
GMP reductase [EC:1.7.1.7];EC:1.7.1.7;Oxidoreductases
GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2];EC:6.3.5.2;Ligases
xanthine phosphoribosyltransferase [EC:2.4.2.22];EC:2.4.2.22;Transferases
guanine deaminase [EC:3.5.4.3];EC:3.5.4.3;Hydrolases
guanylate kinase [EC:2.7.4.8];EC:2.7.4.8;Transferases
putative GTP pyrophosphokinase [EC:2.7.6.5];EC:2.7.6.5;Transferases
exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40];EC:3.6.1.11 3.6.1.40;Hydrolases
5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18];EC:5.4.99.18;Isomerases
XTP/dITP diphosphohydrolase [EC:3.6.1.66];EC:3.6.1.66;Hydrolases
ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6];EC:1.1.98.6;Oxidoreductases
carbamoyl-phosphate synthase large subunit [EC:6.3.5.5];EC:6.3.5.5;Ligases
aspartate carbamoyltransferase regulatory subunit;t;No informacion
dihydroorotase [EC:3.5.2.3];EC:3.5.2.3;Hydrolases
dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14];EC:1.3.1.14;Oxidoreductases
orotate phosphoribosyltransferase [EC:2.4.2.10];EC:2.4.2.10;Transferases
orotidine-5'-phosphate decarboxylase [EC:4.1.1.23];EC:4.1.1.23;Lyases
uridine kinase [EC:2.7.1.48];EC:2.7.1.48;Transferases
pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9];EC:2.4.2.9;Transferases
uridylate kinase [EC:2.7.4.22];EC:2.7.4.22;Transferases
pyrimidine-nucleoside phosphorylase [EC:2.4.2.2];EC:2.4.2.2;Transferases
cytidine deaminase [EC:3.5.4.5];EC:3.5.4.5;Hydrolases
thymidine kinase [EC:2.7.1.21];EC:2.7.1.21;Transferases
dCMP deaminase [EC:3.5.4.12];EC:3.5.4.12;Hydrolases
thymidylate synthase [EC:2.1.1.45];EC:2.1.1.45;Transferases
dUTP pyrophosphatase [EC:3.6.1.23];EC:3.6.1.23;Hydrolases
dCTP deaminase [EC:3.5.4.13];EC:3.5.4.13;Hydrolases
CMP/dCMP kinase [EC:2.7.4.25];EC:2.7.4.25;Transferases
CTP synthase [EC:6.3.4.2];EC:6.3.4.2;Ligases
aspartate ammonia-lyase [EC:4.3.1.1];EC:4.3.1.1;Lyases
glutamate synthase (NADPH) small chain [EC:1.4.1.13];EC:1.4.1.13;Oxidoreductases
glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16];EC:2.6.1.16;Transferases
asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4];EC:6.3.5.4;Ligases
L-asparaginase [EC:3.5.1.1];EC:3.5.1.1;Hydrolases
L-aspartate oxidase [EC:1.4.3.16];EC:1.4.3.16;Oxidoreductases
glycine hydroxymethyltransferase [EC:2.1.2.1];EC:2.1.2.1;Transferases
L-serine dehydratase [EC:4.3.1.17];EC:4.3.1.17;Lyases
threonine aldolase [EC:4.1.2.48];EC:4.1.2.48;Lyases
threonine synthase [EC:4.2.3.1];EC:4.2.3.1;Lyases
homoserine kinase [EC:2.7.1.39];EC:2.7.1.39;Transferases
homoserine dehydrogenase [EC:1.1.1.3];EC:1.1.1.3;Oxidoreductases
aspartate-semialdehyde dehydrogenase [EC:1.2.1.11];EC:1.2.1.11;Oxidoreductases
aspartate kinase [EC:2.7.2.4];EC:2.7.2.4;Transferases
tryptophan synthase alpha chain [EC:4.2.1.20];EC:4.2.1.20;Lyases
CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8];EC:2.7.8.8;Transferases
glycerate dehydrogenase [EC:1.1.1.29];EC:1.1.1.29;Oxidoreductases
glycerate 2-kinase [EC:2.7.1.165];EC:2.7.1.165;Transferases
D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399];EC:1.1.1.95 1.1.1.399;Oxidoreductases
4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7];EC:4.3.3.7;Lyases
4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8];EC:1.17.1.8;Oxidoreductases
serine O-acetyltransferase [EC:2.3.1.30];EC:2.3.1.30;Transferases
cysteine synthase [EC:2.5.1.47];EC:2.5.1.47;Transferases
cysteine-S-conjugate beta-lyase [EC:4.4.1.13];EC:4.4.1.13;Lyases
cystathionine gamma-synthase [EC:2.5.1.48];EC:2.5.1.48;Transferases
homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31];EC:2.3.1.46 2.3.1.31;Transferases
O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49];EC:2.5.1.49;Transferases
5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13];EC:2.1.1.13;Transferases
S-ribosylhomocysteine lyase [EC:4.4.1.21];EC:4.4.1.21;Lyases
methionine synthase / methylenetetrahydrofolate reductase(NADPH) [EC:2.1.1.13 1.5.1.20];EC:2.1.1.13 1.5.1.20;Transferases
L-methionine (R)-S-oxide reductase [EC:1.8.4.14];EC:1.8.4.14;Oxidoreductases
S-adenosylmethionine synthetase [EC:2.5.1.6];EC:2.5.1.6;Transferases
DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37];EC:2.1.1.37;Transferases
adenosylhomocysteine nucleosidase [EC:3.2.2.9];EC:3.2.2.9;Hydrolases
S-adenosylmethionine decarboxylase [EC:4.1.1.50];EC:4.1.1.50;Lyases
spermidine synthase [EC:2.5.1.16];EC:2.5.1.16;Transferases
branched-chain amino acid aminotransferase [EC:2.6.1.42];EC:2.6.1.42;Transferases
glutamate--cysteine ligase [EC:6.3.2.2];EC:6.3.2.2;Ligases
4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48];EC:2.6.1.19 2.6.1.22 2.6.1.48;Transferases
3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31];EC:1.1.1.31;Oxidoreductases
3-isopropylmalate dehydrogenase [EC:1.1.1.85];EC:1.1.1.85;Oxidoreductases
acetolactate synthase I/II/III large subunit [EC:2.2.1.6];EC:2.2.1.6;Transferases
3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35];EC:4.2.1.33 4.2.1.35;Lyases
ketol-acid reductoisomerase [EC:1.1.1.86];EC:1.1.1.86;Oxidoreductases
dihydroxy-acid dehydratase [EC:4.2.1.9];EC:4.2.1.9;Lyases
2-isopropylmalate synthase [EC:2.3.3.13];EC:2.3.3.13;Transferases
2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117];EC:2.3.1.117;Transferases
LL-diaminopimelate aminotransferase [EC:2.6.1.83];EC:2.6.1.83;Transferases
succinyl-diaminopimelate desuccinylase [EC:3.5.1.18];EC:3.5.1.18;Hydrolases
diaminopimelate epimerase [EC:5.1.1.7];EC:5.1.1.7;Isomerases
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13];EC:6.3.2.13;Ligases
diaminopimelate decarboxylase [EC:4.1.1.20];EC:4.1.1.20;Lyases
UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10];EC:6.3.2.10;Ligases
acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9];EC:2.8.3.8 2.8.3.9;Transferases
arginine decarboxylase [EC:4.1.1.19];EC:4.1.1.19;Lyases
glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41];EC:1.2.1.41;Oxidoreductases
glutamate 5-kinase [EC:2.7.2.11];EC:2.7.2.11;Transferases
ATP phosphoribosyltransferase regulatory subunit;t;No informacion
phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31];EC:3.6.1.31;Hydrolases
phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19];EC:3.5.4.19;Hydrolases
phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16];EC:5.3.1.16;Isomerases
histidinol-phosphate aminotransferase [EC:2.6.1.9];EC:2.6.1.9;Transferases
imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19];EC:4.2.1.19;Lyases
histidinol-phosphatase (PHP family) [EC:3.1.3.15];EC:3.1.3.15;Hydrolases
histidinol dehydrogenase [EC:1.1.1.23];EC:1.1.1.23;Oxidoreductases
imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10];EC:4.3.2.10;Lyases
D-alanine transaminase [EC:2.6.1.21];EC:2.6.1.21;Transferases
3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157];EC:1.1.1.157;Oxidoreductases
3-dehydroquinate synthase [EC:4.2.3.4];EC:4.2.3.4;Lyases
3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54];EC:2.5.1.54;Transferases
3-dehydroquinate dehydratase II [EC:4.2.1.10];EC:4.2.1.10;Lyases
shikimate dehydrogenase [EC:1.1.1.25];EC:1.1.1.25;Oxidoreductases
shikimate kinase [EC:2.7.1.71];EC:2.7.1.71;Transferases
3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19];EC:2.5.1.19;Transferases
chorismate synthase [EC:4.2.3.5];EC:4.2.3.5;Lyases
anthranilate synthase component II [EC:4.1.3.27];EC:4.1.3.27;Lyases
chorismate mutase [EC:5.4.99.5];EC:5.4.99.5;Isomerases
anthranilate phosphoribosyltransferase [EC:2.4.2.18];EC:2.4.2.18;Transferases
phosphoribosylanthranilate isomerase [EC:5.3.1.24];EC:5.3.1.24;Isomerases
indole-3-glycerol phosphate synthase [EC:4.1.1.48];EC:4.1.1.48;Lyases
prephenate dehydratase [EC:4.2.1.51];EC:4.2.1.51;Lyases
prephenate dehydrogenase [EC:1.3.1.12];EC:1.3.1.12;Oxidoreductases
4-aminobutyrate aminotransferase [EC:2.6.1.19];EC:2.6.1.19;Transferases
pantoate--beta-alanine ligase [EC:6.3.2.1];EC:6.3.2.1;Ligases
aspartate 1-decarboxylase [EC:4.1.1.11];EC:4.1.1.11;Lyases
phosphate acetyltransferase [EC:2.3.1.8];EC:2.3.1.8;Transferases
acetate kinase [EC:2.7.2.1];EC:2.7.2.1;Transferases
methionyl-tRNA synthetase [EC:6.1.1.10];EC:6.1.1.10;Ligases
thioredoxin reductase (NADPH) [EC:1.8.1.9];EC:1.8.1.9;Oxidoreductases
cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16];EC:2.8.1.7 4.4.1.16;Transferases
beta-glucosidase [EC:3.2.1.21];EC:3.2.1.21;Hydrolases
UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9];EC:6.3.2.9;Ligases
glutamate racemase [EC:5.1.1.3];EC:5.1.1.3;Isomerases
UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8];EC:6.3.2.8;Ligases
alanine racemase [EC:5.1.1.1];EC:5.1.1.1;Isomerases
D-alanine-D-alanine ligase [EC:6.3.2.4];EC:6.3.2.4;Ligases
1,4-alpha-glucan branching enzyme [EC:2.4.1.18];EC:2.4.1.18;Transferases
glycogen phosphorylase [EC:2.4.1.1];EC:2.4.1.1;Transferases
beta-phosphoglucomutase [EC:5.4.2.6];EC:5.4.2.6;Isomerases
maltose phosphorylase [EC:2.4.1.8];EC:2.4.1.8;Transferases
maltose-6'-phosphate glucosidase [EC:3.2.1.122];EC:3.2.1.122;Hydrolases
alpha-glucoside PTS system EIICB component [EC:2.7.1.208 2.7.1.-];EC:2.7.1.208 2.7.1.-;Transferases
starch synthase [EC:2.4.1.21];EC:2.4.1.21;Transferases
glucose-1-phosphate adenylyltransferase [EC:2.7.7.27];EC:2.7.7.27;Transferases
endoglucanase [EC:3.2.1.4];EC:3.2.1.4;Hydrolases
levansucrase [EC:2.4.1.10];EC:2.4.1.10;Transferases
levanase [EC:3.2.1.65];EC:3.2.1.65;Hydrolases
cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205];EC:2.7.1.196 2.7.1.205;Transferases
alpha-amylase [EC:3.2.1.1];EC:3.2.1.1;Hydrolases
N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126];EC:4.2.1.126;Lyases
N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193];EC:2.7.1.193;Transferases
N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25];EC:3.5.1.25;Hydrolases
bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157];EC:2.7.7.23 2.3.1.157;Transferases
UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7];EC:2.5.1.7;Transferases
UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14];EC:5.1.3.14;Isomerases
glucosamine-6-phosphate deaminase [EC:3.5.99.6];EC:3.5.99.6;Hydrolases
phosphoglucosamine mutase [EC:5.4.2.10];EC:5.4.2.10;Isomerases
UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98];EC:1.3.1.98;Oxidoreductases
glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24];EC:2.7.7.24;Transferases
dTDP-glucose 4,6-dehydratase [EC:4.2.1.46];EC:4.2.1.46;Lyases
dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13];EC:5.1.3.13;Isomerases
dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133];EC:1.1.1.133;Oxidoreductases
D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28];EC:5.3.1.28;Isomerases
D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168];EC:2.7.1.168;Transferases
D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83];EC:3.1.3.82 3.1.3.83;Hydrolases
D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase [EC:2.7.7.71];EC:2.7.7.71;Transferases
phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13];EC:2.7.8.13;Transferases
UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227];EC:2.4.1.227;Transferases
undecaprenyl-diphosphatase [EC:3.6.1.27];EC:3.6.1.27;Hydrolases
lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13];EC:6.3.5.13;Ligases
1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51];EC:2.3.1.51;Transferases
diacylglycerol kinase (ATP) [EC:2.7.1.107];EC:2.7.1.107;Transferases
triacylglycerol lipase [EC:3.1.1.3];EC:3.1.1.3;Hydrolases
1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337];EC:2.4.1.337;Transferases
processive 1,2-diacylglycerol beta-glucosyltransferase [EC:2.4.1.315];EC:2.4.1.315;Transferases
acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275];EC:2.3.1.275;Transferases
phosphate acyltransferase [EC:2.3.1.274];EC:2.3.1.274;Transferases
glycerol kinase [EC:2.7.1.30];EC:2.7.1.30;Transferases
CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5];EC:2.7.8.5;Transferases
cardiolipin synthase (CMP-forming) [EC:2.7.8.41];EC:2.7.8.41;Transferases
phosphatidylserine decarboxylase [EC:4.1.1.65];EC:4.1.1.65;Lyases
phospholipase C [EC:3.1.4.3];EC:3.1.4.3;Hydrolases
glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46];EC:3.1.4.46;Hydrolases
lysophospholipase [EC:3.1.1.5];EC:3.1.1.5;Hydrolases
ethanolamine ammonia-lyase small subunit [EC:4.3.1.7];EC:4.3.1.7;Lyases
glycerol-3-phosphate dehydrogenase [EC:1.1.5.3];EC:1.1.5.3;Oxidoreductases
glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261];EC:1.1.1.261;Oxidoreductases
glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94];EC:1.1.1.94;Oxidoreductases
cardiolipin synthase A/B [EC:2.7.8.-];EC:2.7.8.-;No informacion
hydroxyacylglutathione hydrolase [EC:3.1.2.6];EC:3.1.2.6;Hydrolases
lactate racemase [EC:5.1.2.1];EC:5.1.2.1;Isomerases
D-lactate dehydrogenase [EC:1.1.1.28];EC:1.1.1.28;Oxidoreductases
acylphosphatase [EC:3.6.1.7];EC:3.6.1.7;Hydrolases
acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1];EC:1.2.1.10 1.1.1.1;Oxidoreductases
