Nombre;Codigo;Clase
transketolase [EC:2.2.1.1];EC:2.2.1.1;Transferases
ribokinase [EC:2.7.1.15];EC:2.7.1.15;Transferases
ribose-phosphate pyrophosphokinase [EC:2.7.6.1];EC:2.7.6.1;Transferases
transaldolase [EC:2.2.1.2];EC:2.2.1.2;Transferases
deoxyribose-phosphate aldolase [EC:4.1.2.4];EC:4.1.2.4;Lyases
beta-glucuronidase [EC:3.2.1.31];EC:3.2.1.31;Hydrolases
glucuronosyltransferase [EC:2.4.1.17];EC:2.4.1.17;Transferases
UDPglucose 6-dehydrogenase [EC:1.1.1.22];EC:1.1.1.22;Oxidoreductases
UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9];EC:2.7.7.9;Transferases
xylulokinase [EC:2.7.1.17];EC:2.7.1.17;Transferases
L-xylulose reductase [EC:1.1.1.10];EC:1.1.1.10;Oxidoreductases
aldehyde reductase [EC:1.1.1.21];EC:1.1.1.21;Oxidoreductases
dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179];EC:1.3.1.20 1.1.1.179;Oxidoreductases
L-iditol 2-dehydrogenase [EC:1.1.1.14];EC:1.1.1.14;Oxidoreductases
L-gulonate 3-dehydrogenase [EC:1.1.1.45];EC:1.1.1.45;Oxidoreductases
ketohexokinase [EC:2.7.1.3];EC:2.7.1.3;Transferases
6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46];EC:2.7.1.105 3.1.3.46;Transferases
mannose-6-phosphate isomerase [EC:5.3.1.8];EC:5.3.1.8;Isomerases
phosphomannomutase [EC:5.4.2.8];EC:5.4.2.8;Isomerases
mannose-1-phosphate guanylyltransferase [EC:2.7.7.13];EC:2.7.7.13;Transferases
GDPmannose 4,6-dehydratase [EC:4.2.1.47];EC:4.2.1.47;Lyases
GDP-L-fucose synthase [EC:1.1.1.271];EC:1.1.1.271;Oxidoreductases
beta-galactosidase [EC:3.2.1.23];EC:3.2.1.23;Hydrolases
UDP-glucose 4-epimerase [EC:5.1.3.2];EC:5.1.3.2;Isomerases
UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12];EC:2.7.7.12;Transferases
alpha-galactosidase [EC:3.2.1.22];EC:3.2.1.22;Hydrolases
alpha-glucosidase [EC:3.2.1.20];EC:3.2.1.20;Hydrolases
inositol oxygenase [EC:1.13.99.1];EC:1.13.99.1;Oxidoreductases
fatty acid synthase, animal type [EC:2.3.1.85];EC:2.3.1.85;Transferases
acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15];EC:6.4.1.2 6.3.4.14 2.1.3.15;Ligases
[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39];EC:2.3.1.39;Transferases
3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];EC:2.3.1.179;Transferases
long-chain acyl-CoA synthetase [EC:6.2.1.3];EC:6.2.1.3;Ligases
malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-];EC:6.2.1.-;No informacion
17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) / 3-oxoacyl-[acyl-carrier protein] reductase alpha subunit [EC:1.1.1.62 1.1.1.239];EC:1.1.1.62 1.1.1.239;Oxidoreductases
mitochondrial enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase [EC:1.3.1.- 1.3.1.38];EC:1.3.1.- 1.3.1.38;No informacion
enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211];EC:4.2.1.17 1.1.1.211;Lyases
acetyl-CoA acyltransferase [EC:2.3.1.16];EC:2.3.1.16;Transferases
palmitoyl-protein thioesterase [EC:3.1.2.22];EC:3.1.2.22;Hydrolases
17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330];EC:1.1.1.62 1.1.1.330;Oxidoreductases
very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134];EC:4.2.1.134;Lyases
very-long-chain enoyl-CoA reductase [EC:1.3.1.93];EC:1.3.1.93;Oxidoreductases
elongation of very long chain fatty acids protein 4 [EC:2.3.1.199];EC:2.3.1.199;Transferases
butyryl-CoA dehydrogenase [EC:1.3.8.1];EC:1.3.8.1;Oxidoreductases
acyl-CoA dehydrogenase [EC:1.3.8.7];EC:1.3.8.7;Oxidoreductases
glutaryl-CoA dehydrogenase [EC:1.3.8.6];EC:1.3.8.6;Oxidoreductases
acetyl-CoA C-acetyltransferase [EC:2.3.1.9];EC:2.3.1.9;Transferases
carnitine O-palmitoyltransferase 2 [EC:2.3.1.21];EC:2.3.1.21;Transferases
acyl-CoA oxidase [EC:1.3.3.6];EC:1.3.3.6;Oxidoreductases
short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12];EC:1.3.99.12;Oxidoreductases
very long chain acyl-CoA dehydrogenase [EC:1.3.8.9];EC:1.3.8.9;Oxidoreductases
carnitine O-palmitoyltransferase 1, liver isoform [EC:2.3.1.21];EC:2.3.1.21;Transferases
hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4];EC:4.1.3.4;Lyases
3-hydroxybutyrate dehydrogenase [EC:1.1.1.30];EC:1.1.1.30;Oxidoreductases
3-oxoacid CoA-transferase [EC:2.8.3.5];EC:2.8.3.5;Transferases
hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10];EC:2.3.3.10;Transferases
Delta14-sterol reductase (lamin-B receptor) [EC:1.3.1.70];EC:1.3.1.70;Oxidoreductases
methylsterol monooxygenase [EC:1.14.18.9];EC:1.14.18.9;Oxidoreductases
4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27];EC:1.13.11.27;Oxidoreductases
tyrosine aminotransferase [EC:2.6.1.5];EC:2.6.1.5;Transferases
ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-];EC:1.14.13.-;No informacion
2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.201];EC:2.1.1.201;Transferases
3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60];EC:1.14.99.60;Oxidoreductases
polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase [EC:2.1.1.114 2.1.1.64];EC:2.1.1.114 2.1.1.64;Transferases
vitamin-K-epoxide reductase (warfarin-sensitive) [EC:1.17.4.4];EC:1.17.4.4;Oxidoreductases
vitamin K-dependent gamma-carboxylase [EC:4.1.1.90];EC:4.1.1.90;Lyases
V-type H+-transporting ATPase subunit F;F;No informacion
nucleosome-remodeling factor 38 kDa subunit [EC:3.6.1.1];EC:3.6.1.1;Hydrolases
glutaminase [EC:3.5.1.2];EC:3.5.1.2;Hydrolases
glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3];EC:1.4.1.3;Oxidoreductases
glutamine synthetase [EC:6.3.1.2];EC:6.3.1.2;Ligases
aspartate aminotransferase, mitochondrial [EC:2.6.1.1];EC:2.6.1.1;Transferases
alanine transaminase [EC:2.6.1.2];EC:2.6.1.2;Transferases
aminoacylase [EC:3.5.1.14];EC:3.5.1.14;Hydrolases
arginase [EC:3.5.3.1];EC:3.5.3.1;Hydrolases
argininosuccinate lyase [EC:4.3.2.1];EC:4.3.2.1;Lyases
nitric-oxide synthase, brain [EC:1.14.13.39];EC:1.14.13.39;Oxidoreductases
argininosuccinate synthase [EC:6.3.4.5];EC:6.3.4.5;Ligases
ADP-ribose pyrophosphatase [EC:3.6.1.13];EC:3.6.1.13;Hydrolases
amidophosphoribosyltransferase [EC:2.4.2.14];EC:2.4.2.14;Transferases
phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 2.1.2.2 6.3.3.1];EC:6.3.4.13 2.1.2.2 6.3.3.1;Ligases
phosphoribosylformylglycinamidine synthase [EC:6.3.5.3];EC:6.3.5.3;Ligases
phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:4.1.1.21 6.3.2.6];EC:4.1.1.21 6.3.2.6;Lyases
adenylosuccinate lyase [EC:4.3.2.2];EC:4.3.2.2;Lyases
adenine phosphoribosyltransferase [EC:2.4.2.7];EC:2.4.2.7;Transferases
phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10];EC:2.1.2.3 3.5.4.10;Transferases
3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25];EC:2.7.7.4 2.7.1.25;Transferases
nucleoside-diphosphate kinase [EC:2.7.4.6];EC:2.7.4.6;Transferases
inosine triphosphate pyrophosphatase [EC:3.6.1.-];EC:3.6.1.-;No informacion
AMP deaminase [EC:3.5.4.6];EC:3.5.4.6;Hydrolases
adenylosuccinate synthase [EC:6.3.4.4];EC:6.3.4.4;Ligases
ectonucleoside triphosphate diphosphohydrolase 5/6 [EC:3.6.1.6];EC:3.6.1.6;Hydrolases
IMP dehydrogenase [EC:1.1.1.205];EC:1.1.1.205;Oxidoreductases
5'-nucleotidase [EC:3.1.3.5];EC:3.1.3.5;Hydrolases
adenosine deaminase [EC:3.5.4.4];EC:3.5.4.4;Hydrolases
purine-nucleoside phosphorylase [EC:2.4.2.1];EC:2.4.2.1;Transferases
xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2];EC:1.17.1.4 1.17.3.2;Oxidoreductases
adenylate kinase [EC:2.7.4.3];EC:2.7.4.3;Transferases
adenosine kinase [EC:2.7.1.20];EC:2.7.1.20;Transferases
ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1];EC:1.17.4.1;Oxidoreductases
adenosinetriphosphatase [EC:3.6.1.3];EC:3.6.1.3;Hydrolases
nucleoside-triphosphatase [EC:3.6.1.15];EC:3.6.1.15;Hydrolases
Pfam: LRR_8 LRR_4 PDZ PDZ_2;2;No informacion
dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11 [EC:3.1.4.17 3.1.4.35];EC:3.1.4.17 3.1.4.35;Hydrolases
urate oxidase [EC:1.7.3.3];EC:1.7.3.3;Oxidoreductases
5-hydroxyisourate hydrolase [EC:3.5.2.17];EC:3.5.2.17;Hydrolases
GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2];EC:6.3.5.2;Ligases
guanine deaminase [EC:3.5.4.3];EC:3.5.4.3;Hydrolases
bis(5'-nucleosidyl)-tetraphosphatase [EC:3.6.1.17];EC:3.6.1.17;Hydrolases
guanylate kinase [EC:2.7.4.8];EC:2.7.4.8;Transferases
exopolyphosphatase [EC:3.6.1.11];EC:3.6.1.11;Hydrolases
guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [EC:3.1.7.2];EC:3.1.7.2;Hydrolases
guanylate cyclase soluble subunit beta [EC:4.6.1.2];EC:4.6.1.2;Lyases
cAMP-specific phosphodiesterase 4 [EC:3.1.4.53];EC:3.1.4.53;Hydrolases
nucleoside-triphosphate--adenylate kinase [EC:2.7.4.10];EC:2.7.4.10;Transferases
carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3];EC:6.3.5.5 2.1.3.2 3.5.2.3;Ligases
dihydroorotate dehydrogenase [EC:1.3.5.2];EC:1.3.5.2;Oxidoreductases
uridine monophosphate synthetase [EC:2.4.2.10 4.1.1.23];EC:2.4.2.10 4.1.1.23;Transferases
uridine kinase [EC:2.7.1.48];EC:2.7.1.48;Transferases
uracil phosphoribosyltransferase [EC:2.4.2.9];EC:2.4.2.9;Transferases
UMP-CMP kinase [EC:2.7.4.14];EC:2.7.4.14;Transferases
CTP synthase [EC:6.3.4.2];EC:6.3.4.2;Ligases
cytidine deaminase [EC:3.5.4.5];EC:3.5.4.5;Hydrolases
uridine phosphorylase [EC:2.4.2.3];EC:2.4.2.3;Transferases
dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2];EC:1.3.1.2;Oxidoreductases
pseudouridylate synthase / pseudouridine kinase [EC:4.2.1.70 2.7.1.83];EC:4.2.1.70 2.7.1.83;Lyases
dihydropyrimidinase [EC:3.5.2.2];EC:3.5.2.2;Hydrolases
beta-ureidopropionase [EC:3.5.1.6];EC:3.5.1.6;Hydrolases
dCMP deaminase [EC:3.5.4.12];EC:3.5.4.12;Hydrolases
thymidylate synthase [EC:2.1.1.45];EC:2.1.1.45;Transferases
dTMP kinase [EC:2.7.4.9];EC:2.7.4.9;Transferases
dUTP pyrophosphatase [EC:3.6.1.23];EC:3.6.1.23;Hydrolases
glutamate synthase (NADH) [EC:1.4.1.14];EC:1.4.1.14;Oxidoreductases
omega-amidase [EC:3.5.1.3];EC:3.5.1.3;Hydrolases
glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16];EC:2.6.1.16;Transferases
1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88];EC:1.2.1.88;Oxidoreductases
glutamate decarboxylase [EC:4.1.1.15];EC:4.1.1.15;Lyases
4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22];EC:2.6.1.19 2.6.1.22;Transferases
succinate-semialdehyde dehydrogenase [EC:1.2.1.24];EC:1.2.1.24;Oxidoreductases
D-aspartate oxidase [EC:1.4.3.1];EC:1.4.3.1;Oxidoreductases
asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4];EC:6.3.5.4;Ligases
L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5];EC:3.5.1.1 3.4.19.5;Hydrolases
alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51];EC:2.6.1.44 2.6.1.45 2.6.1.51;Transferases
glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81];EC:1.1.1.79 1.1.1.81;Oxidoreductases
D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399];EC:1.1.1.95 1.1.1.399;Oxidoreductases
phosphoserine aminotransferase [EC:2.6.1.52];EC:2.6.1.52;Transferases
phosphoserine phosphatase [EC:3.1.3.3];EC:3.1.3.3;Hydrolases
cystathionine beta-synthase [EC:4.2.1.22];EC:4.2.1.22;Lyases
glycine hydroxymethyltransferase [EC:2.1.2.1];EC:2.1.2.1;Transferases
threonine dehydratase [EC:4.3.1.19];EC:4.3.1.19;Lyases
choline dehydrogenase [EC:1.1.99.1];EC:1.1.99.1;Oxidoreductases
aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3];EC:1.2.1.31 1.2.1.8 1.2.1.3;Oxidoreductases
aminomethyltransferase [EC:2.1.2.10];EC:2.1.2.10;Transferases
glycine dehydrogenase [EC:1.4.4.2];EC:1.4.4.2;Oxidoreductases
threonine 3-dehydrogenase [EC:1.1.1.103];EC:1.1.1.103;Oxidoreductases
glycine C-acetyltransferase [EC:2.3.1.29];EC:2.3.1.29;Transferases
threonine aldolase [EC:4.1.2.48];EC:4.1.2.48;Lyases
cystathionine gamma-lyase [EC:4.4.1.1];EC:4.4.1.1;Lyases
sarcosine dehydrogenase [EC:1.5.8.3];EC:1.5.8.3;Oxidoreductases
glycine N-methyltransferase [EC:2.1.1.20];EC:2.1.1.20;Transferases
5-aminolevulinate synthase [EC:2.3.1.37];EC:2.3.1.37;Transferases
D-amino-acid oxidase [EC:1.4.3.3];EC:1.4.3.3;Oxidoreductases
alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40];EC:2.6.1.44 2.6.1.40;Transferases
glycerate 2-kinase [EC:2.7.1.165];EC:2.7.1.165;Transferases
kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase [EC:2.6.1.7 4.4.1.13 2.6.1.64];EC:2.6.1.7 4.4.1.13 2.6.1.64;Transferases
cysteine dioxygenase [EC:1.13.11.20];EC:1.13.11.20;Oxidoreductases
thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2];EC:2.8.1.1 2.8.1.2;Transferases
homocysteine S-methyltransferase [EC:2.1.1.10];EC:2.1.1.10;Transferases
adenosylhomocysteinase [EC:3.3.1.1];EC:3.3.1.1;Hydrolases
S-adenosylmethionine synthetase [EC:2.5.1.6];EC:2.5.1.6;Transferases
S-adenosylmethionine decarboxylase [EC:4.1.1.50];EC:4.1.1.50;Lyases
spermidine synthase [EC:2.5.1.16];EC:2.5.1.16;Transferases
5'-methylthioadenosine phosphorylase [EC:2.4.2.28];EC:2.4.2.28;Transferases
methylthioribose-1-phosphate isomerase [EC:5.3.1.23];EC:5.3.1.23;Isomerases
methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109];EC:4.2.1.109;Lyases
enolase-phosphatase E1 [EC:3.1.3.77];EC:3.1.3.77;Hydrolases
1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54];EC:1.13.11.53 1.13.11.54;Oxidoreductases
spermine synthase [EC:2.5.1.22];EC:2.5.1.22;Transferases
branched-chain amino acid aminotransferase [EC:2.6.1.42];EC:2.6.1.42;Transferases
glutamate--cysteine ligase catalytic subunit [EC:6.3.2.2];EC:6.3.2.2;Ligases
glutathione synthase [EC:6.3.2.3];EC:6.3.2.3;Ligases
2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4];EC:1.2.4.4;Oxidoreductases
2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168];EC:2.3.1.168;Transferases
isovaleryl-CoA dehydrogenase [EC:1.3.8.4];EC:1.3.8.4;Oxidoreductases
3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4];EC:6.4.1.4;Ligases
methylglutaconyl-CoA hydratase [EC:4.2.1.18];EC:4.2.1.18;Lyases
malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27];EC:1.2.1.18 1.2.1.27;Oxidoreductases
3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178];EC:1.1.1.35 1.1.1.178;Oxidoreductases
3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4];EC:3.1.2.4;Hydrolases
3-hydroxyisobutyrate/3-hydroxypropionate dehydrogenase [EC:1.1.1.31 1.1.1.59];EC:1.1.1.31 1.1.1.59;Oxidoreductases
alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9];EC:1.5.1.8 1.5.1.9;Oxidoreductases
[histone H3]-lysine9 N-trimethyltransferase SETDB1 [EC:2.1.1.355];EC:2.1.1.355;Transferases
procollagen-lysine,2-oxoglutarate 5-dioxygenase, invertebrate [EC:1.14.11.4];EC:1.14.11.4;Oxidoreductases
calmodulin-lysine N-methyltransferase [EC:2.1.1.60];EC:2.1.1.60;Transferases
gamma-butyrobetaine dioxygenase [EC:1.14.11.1];EC:1.14.11.1;Oxidoreductases
collagen beta-1,O-galactosyltransferase [EC:2.4.1.50];EC:2.4.1.50;Transferases
probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 [EC:1.2.4.2];EC:1.2.4.2;Oxidoreductases
arginine kinase [EC:2.7.3.3];EC:2.7.3.3;Transferases
cytosolic nonspecific dipeptidase [EC:3.4.13.18];EC:3.4.13.18;Hydrolases
monoamine oxidase [EC:1.4.3.4];EC:1.4.3.4;Oxidoreductases
delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41];EC:2.7.2.11 1.2.1.41;Transferases
ornithine--oxo-acid transaminase [EC:2.6.1.13];EC:2.6.1.13;Transferases
ornithine decarboxylase [EC:4.1.1.17];EC:4.1.1.17;Lyases
proline dehydrogenase [EC:1.5.5.2];EC:1.5.5.2;Oxidoreductases
pyrroline-5-carboxylate reductase [EC:1.5.1.2];EC:1.5.1.2;Oxidoreductases
prolyl 4-hydroxylase [EC:1.14.11.2];EC:1.14.11.2;Oxidoreductases
cytosol aminopeptidase [EC:3.4.11.1 3.4.11.5];EC:3.4.11.1 3.4.11.5;Hydrolases
carnosine N-methyltransferase [EC:2.1.1.22];EC:2.1.1.22;Transferases
histidine decarboxylase [EC:4.1.1.22];EC:4.1.1.22;Lyases
aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105];EC:4.1.1.28 4.1.1.105;Lyases
tyrosine decarboxylase [EC:4.1.1.25];EC:4.1.1.25;Lyases
homogentisate 1,2-dioxygenase [EC:1.13.11.5];EC:1.13.11.5;Oxidoreductases
maleylacetoacetate isomerase [EC:5.2.1.2];EC:5.2.1.2;Isomerases
fumarylacetoacetase [EC:3.7.1.2];EC:3.7.1.2;Hydrolases
tyrosine 3-monooxygenase [EC:1.14.16.2];EC:1.14.16.2;Oxidoreductases
tyrosinase [EC:1.14.18.1];EC:1.14.18.1;Oxidoreductases
dopamine beta-monooxygenase [EC:1.14.17.1];EC:1.14.17.1;Oxidoreductases
acylpyruvate hydrolase [EC:3.7.1.5];EC:3.7.1.5;Hydrolases
3,4-dihydroxyphenylacetaldehyde synthase [EC:4.1.1.107];EC:4.1.1.107;Lyases
phenylalanine-4-hydroxylase [EC:1.14.16.1];EC:1.14.16.1;Oxidoreductases
arylformamidase [EC:3.5.1.9];EC:3.5.1.9;Hydrolases
tryptophan 5-monooxygenase [EC:1.14.16.4];EC:1.14.16.4;Oxidoreductases
kynurenine 3-monooxygenase [EC:1.14.13.9];EC:1.14.13.9;Oxidoreductases
tryptophan 2,3-dioxygenase [EC:1.13.11.11];EC:1.13.11.11;Oxidoreductases
arylalkylamine N-acetyltransferase [EC:2.3.1.87];EC:2.3.1.87;Transferases
cysteamine dioxygenase [EC:1.13.11.19];EC:1.13.11.19;Oxidoreductases
sulfinoalanine decarboxylase [EC:4.1.1.29];EC:4.1.1.29;Lyases
gamma-glutamyltranspeptidase / glutathione hydrolase / leukotriene-C4 hydrolase [EC:2.3.2.2 3.4.19.13 3.4.19.14];EC:2.3.2.2 3.4.19.13 3.4.19.14;Transferases
ethanolamine-phosphate cytidylyltransferase [EC:2.7.7.14];EC:2.7.7.14;Transferases
ethanolaminephosphotransferase [EC:2.7.8.1];EC:2.7.8.1;Transferases
methionyl-tRNA synthetase [EC:6.1.1.10];EC:6.1.1.10;Ligases
thioredoxin reductase (NADPH) [EC:1.8.1.9];EC:1.8.1.9;Oxidoreductases
selenide, water dikinase [EC:2.7.9.3];EC:2.7.9.3;Transferases
O-phospho-L-seryl-tRNASec:L-selenocysteinyl-tRNA synthase [EC:2.9.1.2];EC:2.9.1.2;Transferases
O-phosphoseryl-tRNA(Sec) kinase [EC:2.7.1.164];EC:2.7.1.164;Transferases
5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9];EC:3.5.2.9;Hydrolases
aminopeptidase N [EC:3.4.11.2];EC:3.4.11.2;Hydrolases
glutathione S-transferase [EC:2.5.1.18];EC:2.5.1.18;Transferases
glutathione peroxidase [EC:1.11.1.9];EC:1.11.1.9;Oxidoreductases
pyrimidodiazepine synthase [EC:1.5.4.1];EC:1.5.4.1;Oxidoreductases
leucyl aminopeptidase [EC:3.4.11.1];EC:3.4.11.1;Hydrolases
