Nombre;Codigo;Clase
transaldolase [EC:2.2.1.2];EC:2.2.1.2;Transferases
deoxyribose-phosphate aldolase [EC:4.1.2.4];EC:4.1.2.4;Lyases
beta-glucuronidase [EC:3.2.1.31];EC:3.2.1.31;Hydrolases
glucuronosyltransferase [EC:2.4.1.17];EC:2.4.1.17;Transferases
UDPglucose 6-dehydrogenase [EC:1.1.1.22];EC:1.1.1.22;Oxidoreductases
UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9];EC:2.7.7.9;Transferases
xylulokinase [EC:2.7.1.17];EC:2.7.1.17;Transferases
L-xylulose reductase [EC:1.1.1.10];EC:1.1.1.10;Oxidoreductases
aldehyde reductase [EC:1.1.1.21];EC:1.1.1.21;Oxidoreductases
L-iditol 2-dehydrogenase [EC:1.1.1.14];EC:1.1.1.14;Oxidoreductases
mannose-6-phosphate isomerase [EC:5.3.1.8];EC:5.3.1.8;Isomerases
phosphomannomutase [EC:5.4.2.8];EC:5.4.2.8;Isomerases
mannose-1-phosphate guanylyltransferase [EC:2.7.7.13];EC:2.7.7.13;Transferases
GDPmannose 4,6-dehydratase [EC:4.2.1.47];EC:4.2.1.47;Lyases
GDP-L-fucose synthase [EC:1.1.1.271];EC:1.1.1.271;Oxidoreductases
fucose-1-phosphate guanylyltransferase [EC:2.7.7.30];EC:2.7.7.30;Transferases
triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15];EC:2.7.1.28 2.7.1.29 4.6.1.15;Transferases
beta-galactosidase [EC:3.2.1.23];EC:3.2.1.23;Hydrolases
UDP-glucose 4-epimerase [EC:5.1.3.2];EC:5.1.3.2;Isomerases
UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12];EC:2.7.7.12;Transferases
inositol oxygenase [EC:1.13.99.1];EC:1.13.99.1;Oxidoreductases
fatty acid synthase, animal type [EC:2.3.1.85];EC:2.3.1.85;Transferases
acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15];EC:6.4.1.2 6.3.4.14 2.1.3.15;Ligases
[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39];EC:2.3.1.39;Transferases
3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];EC:2.3.1.179;Transferases
long-chain acyl-CoA synthetase [EC:6.2.1.3];EC:6.2.1.3;Ligases
17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) / 3-oxoacyl-[acyl-carrier protein] reductase alpha subunit [EC:1.1.1.62 1.1.1.239];EC:1.1.1.62 1.1.1.239;Oxidoreductases
mitochondrial enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase [EC:1.3.1.- 1.3.1.38];EC:1.3.1.- 1.3.1.38;No informacion
3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35];EC:1.1.1.35;Oxidoreductases
acetyl-CoA acyltransferase [EC:2.3.1.16];EC:2.3.1.16;Transferases
enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211];EC:4.2.1.17 1.1.1.211;Lyases
palmitoyl-protein thioesterase [EC:3.1.2.22];EC:3.1.2.22;Hydrolases
17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330];EC:1.1.1.62 1.1.1.330;Oxidoreductases
very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134];EC:4.2.1.134;Lyases
very-long-chain enoyl-CoA reductase [EC:1.3.1.93];EC:1.3.1.93;Oxidoreductases
elongation of very long chain fatty acids protein 6 [EC:2.3.1.199];EC:2.3.1.199;Transferases
acetyl-CoA C-acetyltransferase [EC:2.3.1.9];EC:2.3.1.9;Transferases
acyl-CoA dehydrogenase [EC:1.3.8.7];EC:1.3.8.7;Oxidoreductases
glutaryl-CoA dehydrogenase [EC:1.3.8.6];EC:1.3.8.6;Oxidoreductases
carnitine O-palmitoyltransferase 2 [EC:2.3.1.21];EC:2.3.1.21;Transferases
acyl-CoA oxidase [EC:1.3.3.6];EC:1.3.3.6;Oxidoreductases
short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12];EC:1.3.99.12;Oxidoreductases
very long chain acyl-CoA dehydrogenase [EC:1.3.8.9];EC:1.3.8.9;Oxidoreductases
carnitine O-palmitoyltransferase 1, liver isoform [EC:2.3.1.21];EC:2.3.1.21;Transferases
hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4];EC:4.1.3.4;Lyases
3-oxoacid CoA-transferase [EC:2.8.3.5];EC:2.8.3.5;Transferases
hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10];EC:2.3.3.10;Transferases
lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13];EC:3.1.1.13;Hydrolases
Delta24-sterol reductase [EC:1.3.1.72 1.3.1.-];EC:1.3.1.72 1.3.1.-;Oxidoreductases
sterol O-acyltransferase [EC:2.3.1.26];EC:2.3.1.26;Transferases
4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27];EC:1.13.11.27;Oxidoreductases
tyrosine aminotransferase [EC:2.6.1.5];EC:2.6.1.5;Transferases
ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-];EC:1.14.13.-;No informacion
2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.201];EC:2.1.1.201;Transferases
3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60];EC:1.14.99.60;Oxidoreductases
polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase [EC:2.1.1.114 2.1.1.64];EC:2.1.1.114 2.1.1.64;Transferases
F-type H+-transporting ATPase subunit a;a;No informacion
phospholysine phosphohistidine inorganic pyrophosphate phosphatase [EC:3.6.1.1 3.1.3.-];EC:3.6.1.1 3.1.3.-;Hydrolases
glutaminase [EC:3.5.1.2];EC:3.5.1.2;Hydrolases
5'-methylthioadenosine phosphorylase [EC:2.4.2.28];EC:2.4.2.28;Transferases
alpha-1,2-mannosyltransferase [EC:2.4.1.131];EC:2.4.1.131;Transferases
choline-phosphate cytidylyltransferase [EC:2.7.7.15];EC:2.7.7.15;Transferases
protein farnesyltransferase subunit beta [EC:2.5.1.58];EC:2.5.1.58;Transferases
ADP-ribose pyrophosphatase [EC:3.6.1.13];EC:3.6.1.13;Hydrolases
isovaleryl-CoA dehydrogenase [EC:1.3.8.4];EC:1.3.8.4;Oxidoreductases
endoplasmic reticulum Man9GlcNAc2 1,2-alpha-mannosidase [EC:3.2.1.209];EC:3.2.1.209;Hydrolases
ceramide kinase [EC:2.7.1.138];EC:2.7.1.138;Transferases
phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:4.1.1.21 6.3.2.6];EC:4.1.1.21 6.3.2.6;Lyases
adenylosuccinate lyase [EC:4.3.2.2];EC:4.3.2.2;Lyases
adenine phosphoribosyltransferase [EC:2.4.2.7];EC:2.4.2.7;Transferases
phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10];EC:2.1.2.3 3.5.4.10;Transferases
3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25];EC:2.7.7.4 2.7.1.25;Transferases
nucleoside-diphosphate kinase [EC:2.7.4.6];EC:2.7.4.6;Transferases
inosine triphosphate pyrophosphatase [EC:3.6.1.-];EC:3.6.1.-;No informacion
AMP deaminase [EC:3.5.4.6];EC:3.5.4.6;Hydrolases
adenylosuccinate synthase [EC:6.3.4.4];EC:6.3.4.4;Ligases
soluble calcium-activated nucleotidase 1 [EC:3.6.1.6];EC:3.6.1.6;Hydrolases
IMP dehydrogenase [EC:1.1.1.205];EC:1.1.1.205;Oxidoreductases
hypoxanthine phosphoribosyltransferase [EC:2.4.2.8];EC:2.4.2.8;Transferases
5'-nucleotidase [EC:3.1.3.5];EC:3.1.3.5;Hydrolases
adenosine deaminase [EC:3.5.4.4];EC:3.5.4.4;Hydrolases
purine-nucleoside phosphorylase [EC:2.4.2.1];EC:2.4.2.1;Transferases
xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2];EC:1.17.1.4 1.17.3.2;Oxidoreductases
adenylate kinase [EC:2.7.4.3];EC:2.7.4.3;Transferases
adenosine kinase [EC:2.7.1.20];EC:2.7.1.20;Transferases
ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1];EC:1.17.4.1;Oxidoreductases
adenylate cyclase 9 [EC:4.6.1.1];EC:4.6.1.1;Lyases
cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10 [EC:3.1.4.17 3.1.4.35];EC:3.1.4.17 3.1.4.35;Hydrolases
GMP reductase [EC:1.7.1.7];EC:1.7.1.7;Oxidoreductases
GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2];EC:6.3.5.2;Ligases
bis(5'-nucleosidyl)-tetraphosphatase [EC:3.6.1.17];EC:3.6.1.17;Hydrolases
retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta;a;No informacion
guanylate kinase [EC:2.7.4.8];EC:2.7.4.8;Transferases
guanylate cyclase, other [EC:4.6.1.2];EC:4.6.1.2;Lyases
guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [EC:3.1.7.2];EC:3.1.7.2;Hydrolases
cAMP-specific phosphodiesterase 4 [EC:3.1.4.53];EC:3.1.4.53;Hydrolases
carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3];EC:6.3.5.5 2.1.3.2 3.5.2.3;Ligases
dihydroorotate dehydrogenase [EC:1.3.5.2];EC:1.3.5.2;Oxidoreductases
uridine monophosphate synthetase [EC:2.4.2.10 4.1.1.23];EC:2.4.2.10 4.1.1.23;Transferases
uridine kinase [EC:2.7.1.48];EC:2.7.1.48;Transferases
uracil phosphoribosyltransferase [EC:2.4.2.9];EC:2.4.2.9;Transferases
UMP-CMP kinase [EC:2.7.4.14];EC:2.7.4.14;Transferases
CTP synthase [EC:6.3.4.2];EC:6.3.4.2;Ligases
cytidine deaminase [EC:3.5.4.5];EC:3.5.4.5;Hydrolases
uridine phosphorylase [EC:2.4.2.3];EC:2.4.2.3;Transferases
dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2];EC:1.3.1.2;Oxidoreductases
pseudouridylate synthase / pseudouridine kinase [EC:4.2.1.70 2.7.1.83];EC:4.2.1.70 2.7.1.83;Lyases
dihydropyrimidinase [EC:3.5.2.2];EC:3.5.2.2;Hydrolases
beta-ureidopropionase [EC:3.5.1.6];EC:3.5.1.6;Hydrolases
dCMP deaminase [EC:3.5.4.12];EC:3.5.4.12;Hydrolases
thymidine kinase [EC:2.7.1.21];EC:2.7.1.21;Transferases
thymidylate synthase [EC:2.1.1.45];EC:2.1.1.45;Transferases
dTMP kinase [EC:2.7.4.9];EC:2.7.4.9;Transferases
dUTP pyrophosphatase [EC:3.6.1.23];EC:3.6.1.23;Hydrolases
glutamate synthase (NADH) [EC:1.4.1.14];EC:1.4.1.14;Oxidoreductases
glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16];EC:2.6.1.16;Transferases
1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88];EC:1.2.1.88;Oxidoreductases
glutamate decarboxylase [EC:4.1.1.15];EC:4.1.1.15;Lyases
4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22];EC:2.6.1.19 2.6.1.22;Transferases
succinate-semialdehyde dehydrogenase [EC:1.2.1.24];EC:1.2.1.24;Oxidoreductases
D-aspartate oxidase [EC:1.4.3.1];EC:1.4.3.1;Oxidoreductases
asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4];EC:6.3.5.4;Ligases
D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399];EC:1.1.1.95 1.1.1.399;Oxidoreductases
phosphoserine aminotransferase [EC:2.6.1.52];EC:2.6.1.52;Transferases
phosphoserine phosphatase [EC:3.1.3.3];EC:3.1.3.3;Hydrolases
alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51];EC:2.6.1.44 2.6.1.45 2.6.1.51;Transferases
cystathionine beta-synthase [EC:4.2.1.22];EC:4.2.1.22;Lyases
glycine hydroxymethyltransferase [EC:2.1.2.1];EC:2.1.2.1;Transferases
threonine dehydratase [EC:4.3.1.19];EC:4.3.1.19;Lyases
choline dehydrogenase [EC:1.1.99.1];EC:1.1.99.1;Oxidoreductases
dimethylglycine dehydrogenase [EC:1.5.8.4];EC:1.5.8.4;Oxidoreductases
sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7];EC:1.5.3.1 1.5.3.7;Oxidoreductases
aminomethyltransferase [EC:2.1.2.10];EC:2.1.2.10;Transferases
glycine dehydrogenase [EC:1.4.4.2];EC:1.4.4.2;Oxidoreductases
threonine 3-dehydrogenase [EC:1.1.1.103];EC:1.1.1.103;Oxidoreductases
glycine C-acetyltransferase [EC:2.3.1.29];EC:2.3.1.29;Transferases
threonine aldolase [EC:4.1.2.48];EC:4.1.2.48;Lyases
cystathionine gamma-lyase [EC:4.4.1.1];EC:4.4.1.1;Lyases
D-amino-acid oxidase [EC:1.4.3.3];EC:1.4.3.3;Oxidoreductases
alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40];EC:2.6.1.44 2.6.1.40;Transferases
glycerate 2-kinase [EC:2.7.1.165];EC:2.7.1.165;Transferases
kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase [EC:2.6.1.7 4.4.1.13 2.6.1.64];EC:2.6.1.7 4.4.1.13 2.6.1.64;Transferases
cysteine synthase [EC:2.5.1.47];EC:2.5.1.47;Transferases
cysteine dioxygenase [EC:1.13.11.20];EC:1.13.11.20;Oxidoreductases
thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2];EC:2.8.1.1 2.8.1.2;Transferases
5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13];EC:2.1.1.13;Transferases
adenosylhomocysteinase [EC:3.3.1.1];EC:3.3.1.1;Hydrolases
homocysteine S-methyltransferase [EC:2.1.1.10];EC:2.1.1.10;Transferases
S-adenosylmethionine synthetase [EC:2.5.1.6];EC:2.5.1.6;Transferases
S-adenosylmethionine decarboxylase [EC:4.1.1.50];EC:4.1.1.50;Lyases
spermidine synthase [EC:2.5.1.16];EC:2.5.1.16;Transferases
5'-methylthioadenosine phosphorylase [EC:2.4.2.28];EC:2.4.2.28;Transferases
methylthioribose-1-phosphate isomerase [EC:5.3.1.23];EC:5.3.1.23;Isomerases
methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109];EC:4.2.1.109;Lyases
enolase-phosphatase E1 [EC:3.1.3.77];EC:3.1.3.77;Hydrolases
1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54];EC:1.13.11.53 1.13.11.54;Oxidoreductases
branched-chain amino acid aminotransferase [EC:2.6.1.42];EC:2.6.1.42;Transferases
glutamate--cysteine ligase regulatory subunit;t;No informacion
glutathione synthase [EC:6.3.2.3];EC:6.3.2.3;Ligases
2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4];EC:1.2.4.4;Oxidoreductases
2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168];EC:2.3.1.168;Transferases
isovaleryl-CoA dehydrogenase [EC:1.3.8.4];EC:1.3.8.4;Oxidoreductases
3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4];EC:6.4.1.4;Ligases
methylglutaconyl-CoA hydratase [EC:4.2.1.18];EC:4.2.1.18;Lyases
methylmalonyl-CoA mutase [EC:5.4.99.2];EC:5.4.99.2;Isomerases
methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1];EC:5.1.99.1;Isomerases
propionyl-CoA carboxylase alpha chain [EC:6.4.1.3];EC:6.4.1.3;Ligases
malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27];EC:1.2.1.18 1.2.1.27;Oxidoreductases
3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178];EC:1.1.1.35 1.1.1.178;Oxidoreductases
3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4];EC:3.1.2.4;Hydrolases
3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31];EC:1.1.1.31;Oxidoreductases
aldehyde oxidase [EC:1.2.3.1];EC:1.2.3.1;Oxidoreductases
isobutyryl-CoA dehydrogenase [EC:1.3.99.-];EC:1.3.99.-;No informacion
acetoacetyl-CoA synthetase [EC:6.2.1.16];EC:6.2.1.16;Ligases
alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9];EC:1.5.1.8 1.5.1.9;Oxidoreductases
[histone H3]-lysine4 N-trimethyltransferase SETD1 [EC:2.1.1.354];EC:2.1.1.354;Transferases
procollagen-lysine,2-oxoglutarate 5-dioxygenase, invertebrate [EC:1.14.11.4];EC:1.14.11.4;Oxidoreductases
gamma-butyrobetaine dioxygenase [EC:1.14.11.1];EC:1.14.11.1;Oxidoreductases
aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3];EC:1.2.1.47 1.2.1.3;Oxidoreductases
collagen beta-1,O-galactosyltransferase [EC:2.4.1.50];EC:2.4.1.50;Transferases
delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41];EC:2.7.2.11 1.2.1.41;Transferases
ornithine--oxo-acid transaminase [EC:2.6.1.13];EC:2.6.1.13;Transferases
ornithine decarboxylase [EC:4.1.1.17];EC:4.1.1.17;Lyases
proline dehydrogenase [EC:1.5.5.2];EC:1.5.5.2;Oxidoreductases
pyrroline-5-carboxylate reductase [EC:1.5.1.2];EC:1.5.1.2;Oxidoreductases
prolyl 4-hydroxylase [EC:1.14.11.2];EC:1.14.11.2;Oxidoreductases
urocanate hydratase [EC:4.2.1.49];EC:4.2.1.49;Lyases
histidine ammonia-lyase [EC:4.3.1.3];EC:4.3.1.3;Lyases
imidazolonepropionase [EC:3.5.2.7];EC:3.5.2.7;Hydrolases
homogentisate 1,2-dioxygenase [EC:1.13.11.5];EC:1.13.11.5;Oxidoreductases
maleylacetoacetate isomerase [EC:5.2.1.2];EC:5.2.1.2;Isomerases
fumarylacetoacetase [EC:3.7.1.2];EC:3.7.1.2;Hydrolases
phenylpyruvate tautomerase [EC:5.3.2.1];EC:5.3.2.1;Isomerases
tyrosine 3-monooxygenase [EC:1.14.16.2];EC:1.14.16.2;Oxidoreductases
tyrosinase [EC:1.14.18.1];EC:1.14.18.1;Oxidoreductases
aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105];EC:4.1.1.28 4.1.1.105;Lyases
tyrosine decarboxylase [EC:4.1.1.25];EC:4.1.1.25;Lyases
dopamine beta-monooxygenase [EC:1.14.17.1];EC:1.14.17.1;Oxidoreductases
acylpyruvate hydrolase [EC:3.7.1.5];EC:3.7.1.5;Hydrolases
phenylalanine-4-hydroxylase [EC:1.14.16.1];EC:1.14.16.1;Oxidoreductases
arylformamidase [EC:3.5.1.9];EC:3.5.1.9;Hydrolases
tryptophan 5-monooxygenase [EC:1.14.16.4];EC:1.14.16.4;Oxidoreductases
kynureninase [EC:3.7.1.3];EC:3.7.1.3;Hydrolases
kynurenine 3-monooxygenase [EC:1.14.13.9];EC:1.14.13.9;Oxidoreductases
3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6];EC:1.13.11.6;Oxidoreductases
catalase [EC:1.11.1.6];EC:1.11.1.6;Oxidoreductases
aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45];EC:4.1.1.45;Lyases
aminomuconate-semialdehyde dehydrogenase [EC:1.2.1.32];EC:1.2.1.32;Oxidoreductases
tryptophan 2,3-dioxygenase [EC:1.13.11.11];EC:1.13.11.11;Oxidoreductases
nitrilase [EC:3.5.5.1];EC:3.5.5.1;Hydrolases
malonyl-CoA decarboxylase [EC:4.1.1.9];EC:4.1.1.9;Lyases
gamma-glutamyltranspeptidase / glutathione hydrolase / leukotriene-C4 hydrolase [EC:2.3.2.2 3.4.19.13 3.4.19.14];EC:2.3.2.2 3.4.19.13 3.4.19.14;Transferases
ethanolamine-phosphate cytidylyltransferase [EC:2.7.7.14];EC:2.7.7.14;Transferases
ethanolaminephosphotransferase [EC:2.7.8.1];EC:2.7.8.1;Transferases
methionyl-tRNA synthetase [EC:6.1.1.10];EC:6.1.1.10;Ligases
thioredoxin reductase (NADPH) [EC:1.8.1.9];EC:1.8.1.9;Oxidoreductases
selenide, water dikinase [EC:2.7.9.3];EC:2.7.9.3;Transferases
selenocysteine lyase [EC:4.4.1.16];EC:4.4.1.16;Lyases
O-phospho-L-seryl-tRNASec:L-selenocysteinyl-tRNA synthase [EC:2.9.1.2];EC:2.9.1.2;Transferases
O-phosphoseryl-tRNA(Sec) kinase [EC:2.7.1.164];EC:2.7.1.164;Transferases
gamma-glutamylcyclotransferase [EC:4.3.2.9];EC:4.3.2.9;Lyases
5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9];EC:3.5.2.9;Hydrolases
aminopeptidase N [EC:3.4.11.2];EC:3.4.11.2;Hydrolases
glutathione reductase (NADPH) [EC:1.8.1.7];EC:1.8.1.7;Oxidoreductases
glutathione S-transferase [EC:2.5.1.18];EC:2.5.1.18;Transferases
glutathione peroxidase [EC:1.11.1.9];EC:1.11.1.9;Oxidoreductases
protein-disulfide reductase (glutathione) [EC:1.8.4.2];EC:1.8.4.2;Oxidoreductases
leucyl aminopeptidase [EC:3.4.11.1];EC:3.4.11.1;Hydrolases
glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7];EC:4.3.2.7;Lyases
1,4-alpha-glucan branching enzyme [EC:2.4.1.18];EC:2.4.1.18;Transferases
glycogen debranching enzyme [EC:2.4.1.25 3.2.1.33];EC:2.4.1.25 3.2.1.33;Transferases
glycogenin [EC:2.4.1.186];EC:2.4.1.186;Transferases
alpha-glucosidase [EC:3.2.1.20];EC:3.2.1.20;Hydrolases
beta-glucosidase [EC:3.2.1.21];EC:3.2.1.21;Hydrolases
dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117];EC:2.4.1.117;Transferases
dolichol kinase [EC:2.7.1.108];EC:2.7.1.108;Transferases
undefined_Enzimacel00510;0;No informacion
UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [EC:2.7.8.15];EC:2.7.8.15;Transferases
alpha-1,3-mannosyltransferase [EC:2.4.1.258];EC:2.4.1.258;Transferases
alpha-1,3-glucosyltransferase [EC:2.4.1.267];EC:2.4.1.267;Transferases
beta-1,4-mannosyltransferase [EC:2.4.1.142];EC:2.4.1.142;Transferases
alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257];EC:2.4.1.132 2.4.1.257;Transferases
alpha-1,2-mannosyltransferase [EC:2.4.1.131];EC:2.4.1.131;Transferases
