Nombre;Codigo;Clase
ribose 5-phosphate isomerase A [EC:5.3.1.6];EC:5.3.1.6;Isomerases
transketolase [EC:2.2.1.1];EC:2.2.1.1;Transferases
ribokinase [EC:2.7.1.15];EC:2.7.1.15;Transferases
phosphopentomutase [EC:5.4.2.7];EC:5.4.2.7;Isomerases
ribose-phosphate pyrophosphokinase [EC:2.7.6.1];EC:2.7.6.1;Transferases
transaldolase [EC:2.2.1.2];EC:2.2.1.2;Transferases
ribose 1,5-bisphosphokinase [EC:2.7.4.23];EC:2.7.4.23;Transferases
deoxyribose-phosphate aldolase [EC:4.1.2.4];EC:4.1.2.4;Lyases
glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215];EC:1.1.1.79 1.1.1.81 1.1.1.215;Oxidoreductases
glucuronate isomerase [EC:5.3.1.12];EC:5.3.1.12;Isomerases
tagaturonate reductase [EC:1.1.1.58];EC:1.1.1.58;Oxidoreductases
altronate hydrolase [EC:4.2.1.7];EC:4.2.1.7;Lyases
4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17];EC:5.3.1.17;Isomerases
2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127];EC:1.1.1.127;Oxidoreductases
fructuronate reductase [EC:1.1.1.57];EC:1.1.1.57;Oxidoreductases
mannonate dehydratase [EC:4.2.1.8];EC:4.2.1.8;Lyases
beta-glucuronidase [EC:3.2.1.31];EC:3.2.1.31;Hydrolases
UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9];EC:2.7.7.9;Transferases
UDPglucose 6-dehydrogenase [EC:1.1.1.22];EC:1.1.1.22;Oxidoreductases
L-xylulokinase [EC:2.7.1.53];EC:2.7.1.53;Transferases
3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130];EC:1.1.1.130;Oxidoreductases
3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85];EC:4.1.1.85;Lyases
L-arabinose isomerase [EC:5.3.1.4];EC:5.3.1.4;Isomerases
L-ribulokinase [EC:2.7.1.16];EC:2.7.1.16;Transferases
L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4];EC:5.1.3.4;Isomerases
L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22];EC:5.1.3.22;Isomerases
rhamnulokinase [EC:2.7.1.5];EC:2.7.1.5;Transferases
rhamnulose-1-phosphate aldolase [EC:4.1.2.19];EC:4.1.2.19;Lyases
xylulokinase [EC:2.7.1.17];EC:2.7.1.17;Transferases
xylose isomerase [EC:5.3.1.5];EC:5.3.1.5;Isomerases
xylonate dehydratase [EC:4.2.1.82];EC:4.2.1.82;Lyases
2-dehydro-3-deoxy-D-pentonate aldolase [EC:4.1.2.28];EC:4.1.2.28;Lyases
L-gulonate 5-dehydrogenase [EC:1.1.1.380];EC:1.1.1.380;Oxidoreductases
fructokinase [EC:2.7.1.4];EC:2.7.1.4;Transferases
mannitol PTS system EIICBA or EIICB component [EC:2.7.1.197];EC:2.7.1.197;Transferases
mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17];EC:1.1.1.17;Oxidoreductases
sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140];EC:1.1.1.140;Oxidoreductases
mannose-6-phosphate isomerase [EC:5.3.1.8];EC:5.3.1.8;Isomerases
1-phosphofructokinase [EC:2.7.1.56];EC:2.7.1.56;Transferases
glucitol/sorbitol PTS system EIIC component;t;No informacion
L-sorbose 1-phosphate reductase [EC:1.1.1.-];EC:1.1.1.-;No informacion
mannose PTS system EIIAB component [EC:2.7.1.191];EC:2.7.1.191;Transferases
phosphomannomutase [EC:5.4.2.8];EC:5.4.2.8;Isomerases
mannose-1-phosphate guanylyltransferase [EC:2.7.7.13];EC:2.7.7.13;Transferases
GDPmannose 4,6-dehydratase [EC:4.2.1.47];EC:4.2.1.47;Lyases
GDP-L-fucose synthase [EC:1.1.1.271];EC:1.1.1.271;Oxidoreductases
L-fuculokinase [EC:2.7.1.51];EC:2.7.1.51;Transferases
L-fucose/D-arabinose isomerase [EC:5.3.1.25 5.3.1.3];EC:5.3.1.25 5.3.1.3;Isomerases
L-fuculose-phosphate aldolase [EC:4.1.2.17];EC:4.1.2.17;Lyases
2-dehydro-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53];EC:4.1.2.53;Lyases
L-rhamnonate dehydratase [EC:4.2.1.90];EC:4.2.1.90;Lyases
L-rhamnose isomerase [EC:5.3.1.14];EC:5.3.1.14;Isomerases
fructose PTS system EIIBC or EIIC component [EC:2.7.1.202];EC:2.7.1.202;Transferases
ribose 5-phosphate isomerase B [EC:5.3.1.6];EC:5.3.1.6;Isomerases
D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-];EC:5.1.3.-;No informacion
allose kinase [EC:2.7.1.55];EC:2.7.1.55;Transferases
alpha-galactosidase [EC:3.2.1.22];EC:3.2.1.22;Hydrolases
beta-galactosidase [EC:3.2.1.23];EC:3.2.1.23;Hydrolases
2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58];EC:2.7.1.58;Transferases
galactonate dehydratase [EC:4.2.1.6];EC:4.2.1.6;Lyases
2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21];EC:4.1.2.21;Lyases
D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ;Z;No informacion
galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251];EC:1.1.1.251;Oxidoreductases
UDP-glucose 4-epimerase [EC:5.1.3.2];EC:5.1.3.2;Isomerases
UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12];EC:2.7.7.12;Transferases
galactitol PTS system EIIB component [EC:2.7.1.200];EC:2.7.1.200;Transferases
galactosamine PTS system EIIB component [EC:2.7.1.-];EC:2.7.1.-;No informacion
galactosamine-6-phosphate isomerase [EC:5.3.1.-];EC:5.3.1.-;No informacion
alpha-glucosidase [EC:3.2.1.20];EC:3.2.1.20;Hydrolases
galactokinase [EC:2.7.1.6];EC:2.7.1.6;Transferases
UDP-galactopyranose mutase [EC:5.4.99.9];EC:5.4.99.9;Isomerases
ascorbate PTS system EIIC component;t;No informacion
L-ascorbate 6-phosphate lactonase [EC:3.1.1.-];EC:3.1.1.-;No informacion
glucarate dehydratase [EC:4.2.1.40];EC:4.2.1.40;Lyases
galactarate dehydratase [EC:4.2.1.42];EC:4.2.1.42;Lyases
2-dehydro-3-deoxyglucarate aldolase [EC:4.1.2.20];EC:4.1.2.20;Lyases
[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39];EC:2.3.1.39;Transferases
acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15];EC:6.4.1.2 2.1.3.15;Ligases
3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14];EC:4.2.1.59 5.3.3.14;Lyases
3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];EC:1.1.1.100;Oxidoreductases
enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10];EC:1.3.1.9 1.3.1.10;Oxidoreductases
3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41];EC:2.3.1.41;Transferases
3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];EC:2.3.1.179;Transferases
3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59];EC:4.2.1.59;Lyases
3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180];EC:2.3.1.180;Transferases
acetyl-CoA C-acetyltransferase [EC:2.3.1.9];EC:2.3.1.9;Transferases
3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3];EC:1.1.1.35 4.2.1.17 5.1.2.3;Oxidoreductases
enoyl-CoA hydratase [EC:4.2.1.17];EC:4.2.1.17;Lyases
acetyl-CoA acyltransferase [EC:2.3.1.16];EC:2.3.1.16;Transferases
acyl-CoA dehydrogenase [EC:1.3.99.-];EC:1.3.99.-;No informacion
chorismate--pyruvate lyase [EC:4.1.3.40];EC:4.1.3.40;Lyases
isochorismate synthase [EC:5.4.4.2];EC:5.4.4.2;Isomerases
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9];EC:2.2.1.9;Transferases
2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20];EC:4.2.99.20;Lyases
O-succinylbenzoate synthase [EC:4.2.1.113];EC:4.2.1.113;Lyases
O-succinylbenzoic acid---CoA ligase [EC:6.2.1.26];EC:6.2.1.26;Ligases
naphthoate synthase [EC:4.1.3.36];EC:4.1.3.36;Lyases
flavin prenyltransferase [EC:2.5.1.129];EC:2.5.1.129;Transferases
2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240];EC:1.14.13.240;Oxidoreductases
2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64];EC:2.1.1.222 2.1.1.64;Transferases
1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28];EC:3.1.2.28;Hydrolases
4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39];EC:2.5.1.39;Transferases
2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-];EC:1.14.13.-;No informacion
demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201];EC:2.1.1.163 2.1.1.201;Transferases
3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60];EC:1.14.99.60;Oxidoreductases
1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74];EC:2.5.1.74;Transferases
NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2];EC:1.6.5.2;Oxidoreductases
inorganic pyrophosphatase [EC:3.6.1.1];EC:3.6.1.1;Hydrolases
polyphosphate kinase [EC:2.7.4.1];EC:2.7.4.1;Transferases
F-type H+-transporting ATPase subunit epsilon;n;No informacion
glutaminase [EC:3.5.1.2];EC:3.5.1.2;Hydrolases
carbamate kinase [EC:2.7.2.2];EC:2.7.2.2;Transferases
glutamate dehydrogenase (NADP+) [EC:1.4.1.4];EC:1.4.1.4;Oxidoreductases
glutamine synthetase [EC:6.3.1.2];EC:6.3.1.2;Ligases
aspartate aminotransferase [EC:2.6.1.1];EC:2.6.1.1;Transferases
amino-acid N-acetyltransferase [EC:2.3.1.1];EC:2.3.1.1;Transferases
alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2];EC:2.6.1.66 2.6.1.2;Transferases
acetylglutamate kinase [EC:2.7.2.8];EC:2.7.2.8;Transferases
N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38];EC:1.2.1.38;Oxidoreductases
acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17];EC:2.6.1.11 2.6.1.17;Transferases
acetylornithine deacetylase [EC:3.5.1.16];EC:3.5.1.16;Hydrolases
ornithine carbamoyltransferase [EC:2.1.3.3];EC:2.1.3.3;Transferases
argininosuccinate synthase [EC:6.3.4.5];EC:6.3.4.5;Ligases
argininosuccinate lyase [EC:4.3.2.1];EC:4.3.2.1;Lyases
ADP-ribose pyrophosphatase [EC:3.6.1.13];EC:3.6.1.13;Hydrolases
amidophosphoribosyltransferase [EC:2.4.2.14];EC:2.4.2.14;Transferases
phosphoribosylamine---glycine ligase [EC:6.3.4.13];EC:6.3.4.13;Ligases
phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2];EC:2.1.2.2;Transferases
phosphoribosylformylglycinamidine synthase [EC:6.3.5.3];EC:6.3.5.3;Ligases
phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1];EC:6.3.3.1;Ligases
phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6];EC:6.3.2.6;Ligases
adenylosuccinate lyase [EC:4.3.2.2];EC:4.3.2.2;Lyases
adenine phosphoribosyltransferase [EC:2.4.2.7];EC:2.4.2.7;Transferases
phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10];EC:2.1.2.3 3.5.4.10;Transferases
sulfate adenylyltransferase subunit 1 [EC:2.7.7.4];EC:2.7.7.4;Transferases
adenylylsulfate kinase [EC:2.7.1.25];EC:2.7.1.25;Transferases
adenylosuccinate synthase [EC:6.3.4.4];EC:6.3.4.4;Ligases
IMP dehydrogenase [EC:1.1.1.205];EC:1.1.1.205;Oxidoreductases
hypoxanthine phosphoribosyltransferase [EC:2.4.2.8];EC:2.4.2.8;Transferases
5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45];EC:3.1.3.5 3.6.1.45;Hydrolases
inosine kinase [EC:2.7.1.73];EC:2.7.1.73;Transferases
2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6];EC:3.1.4.16 3.1.3.6;Hydrolases
adenosine deaminase [EC:3.5.4.4];EC:3.5.4.4;Hydrolases
ribosylpyrimidine nucleosidase [EC:3.2.2.8];EC:3.2.2.8;Hydrolases
purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2];EC:2.4.2.1 2.4.2.2;Transferases
xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4];EC:1.17.1.4;Oxidoreductases
adenine deaminase [EC:3.5.4.2];EC:3.5.4.2;Hydrolases
purine-nucleoside phosphorylase [EC:2.4.2.1];EC:2.4.2.1;Transferases
adenylate kinase [EC:2.7.4.3];EC:2.7.4.3;Transferases
AMP nucleosidase [EC:3.2.2.4];EC:3.2.2.4;Hydrolases
ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1];EC:1.17.4.1;Oxidoreductases
nucleoside-diphosphate kinase [EC:2.7.4.6];EC:2.7.4.6;Transferases
adenylate cyclase, class 1 [EC:4.6.1.1];EC:4.6.1.1;Lyases
ureidoglycolate lyase [EC:4.3.2.3];EC:4.3.2.3;Lyases
(S)-ureidoglycine aminohydrolase [EC:3.5.3.26];EC:3.5.3.26;Hydrolases
allantoate deiminase [EC:3.5.3.9];EC:3.5.3.9;Hydrolases
allantoinase [EC:3.5.2.5];EC:3.5.2.5;Hydrolases
GMP reductase [EC:1.7.1.7];EC:1.7.1.7;Oxidoreductases
GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2];EC:6.3.5.2;Ligases
xanthine phosphoribosyltransferase [EC:2.4.2.22];EC:2.4.2.22;Transferases
guanine deaminase [EC:3.5.4.3];EC:3.5.4.3;Hydrolases
guanylate kinase [EC:2.7.4.8];EC:2.7.4.8;Transferases
dGTPase [EC:3.1.5.1];EC:3.1.5.1;Hydrolases
GTP pyrophosphokinase [EC:2.7.6.5];EC:2.7.6.5;Transferases
exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40];EC:3.6.1.11 3.6.1.40;Hydrolases
GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2];EC:2.7.6.5 3.1.7.2;Transferases
xanthosine phosphorylase [EC:2.4.2.-];EC:2.4.2.-;No informacion
5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18];EC:6.3.4.18;Ligases
5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18];EC:5.4.99.18;Isomerases
ADP-ribose diphosphatase [EC:3.6.1.-];EC:3.6.1.-;No informacion
3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53];EC:3.1.4.53;Hydrolases
ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350];EC:1.1.1.350;Oxidoreductases
XTP/dITP diphosphohydrolase [EC:3.6.1.66];EC:3.6.1.66;Hydrolases
nucleoside triphosphate diphosphatase [EC:3.6.1.9];EC:3.6.1.9;Hydrolases
ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6];EC:1.1.98.6;Oxidoreductases
carbamoyl-phosphate synthase small subunit [EC:6.3.5.5];EC:6.3.5.5;Ligases
aspartate carbamoyltransferase regulatory subunit;t;No informacion
dihydroorotase [EC:3.5.2.3];EC:3.5.2.3;Hydrolases
dihydroorotate dehydrogenase [EC:1.3.5.2];EC:1.3.5.2;Oxidoreductases
orotate phosphoribosyltransferase [EC:2.4.2.10];EC:2.4.2.10;Transferases
orotidine-5'-phosphate decarboxylase [EC:4.1.1.23];EC:4.1.1.23;Lyases
uridine kinase [EC:2.7.1.48];EC:2.7.1.48;Transferases
uracil phosphoribosyltransferase [EC:2.4.2.9];EC:2.4.2.9;Transferases
uridylate kinase [EC:2.7.4.22];EC:2.7.4.22;Transferases
CTP synthase [EC:6.3.4.2];EC:6.3.4.2;Ligases
dCTP deaminase [EC:3.5.4.13];EC:3.5.4.13;Hydrolases
pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-];EC:3.2.2.10 3.2.2.-;Hydrolases
cytidine deaminase [EC:3.5.4.5];EC:3.5.4.5;Hydrolases
cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21];EC:3.5.4.1 3.5.4.21;Hydrolases
thymidine phosphorylase [EC:2.4.2.4];EC:2.4.2.4;Transferases
dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1];EC:1.3.1.1;Oxidoreductases
pseudouridylate synthase [EC:4.2.1.70];EC:4.2.1.70;Lyases
dihydropyrimidinase [EC:3.5.2.2];EC:3.5.2.2;Hydrolases
pseudouridine kinase [EC:2.7.1.83];EC:2.7.1.83;Transferases
thymidine kinase [EC:2.7.1.21];EC:2.7.1.21;Transferases
thymidylate synthase [EC:2.1.1.45];EC:2.1.1.45;Transferases
dTMP kinase [EC:2.7.4.9];EC:2.7.4.9;Transferases
dUTP pyrophosphatase [EC:3.6.1.23];EC:3.6.1.23;Hydrolases
flavin reductase [EC:1.5.1.-];EC:1.5.1.-;No informacion
ureidoacrylate peracid hydrolase [EC:3.5.1.110];EC:3.5.1.110;Hydrolases
aminoacrylate peracid reductase;e;No informacion
aminoacrylate hydrolase [EC:3.5.1.-];EC:3.5.1.-;No informacion
3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-];EC:1.1.1.381 1.1.1.-;Oxidoreductases
3-hydroxypropanoate dehydrogenase [EC:1.1.1.-];EC:1.1.1.-;No informacion
uridine phosphorylase [EC:2.4.2.3];EC:2.4.2.3;Transferases
5'-deoxynucleotidase [EC:3.1.3.89];EC:3.1.3.89;Hydrolases
CMP/dCMP kinase [EC:2.7.4.25];EC:2.7.4.25;Transferases
aspartate ammonia-lyase [EC:4.3.1.1];EC:4.3.1.1;Lyases
glutamate synthase (NADPH) large chain [EC:1.4.1.13];EC:1.4.1.13;Oxidoreductases
omega-amidase [EC:3.5.1.3];EC:3.5.1.3;Hydrolases
glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16];EC:2.6.1.16;Transferases
RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88];EC:1.5.5.2 1.2.1.88;Oxidoreductases
glutamate decarboxylase [EC:4.1.1.15];EC:4.1.1.15;Lyases
4-aminobutyrate aminotransferase [EC:2.6.1.19];EC:2.6.1.19;Transferases
succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24];EC:1.2.1.16 1.2.1.24;Oxidoreductases
L-aspartate oxidase [EC:1.4.3.16];EC:1.4.3.16;Oxidoreductases
asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4];EC:6.3.5.4;Ligases
aspartate--ammonia ligase [EC:6.3.1.1];EC:6.3.1.1;Ligases
L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5];EC:3.5.1.1 3.4.19.5;Hydrolases
succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20];EC:1.2.1.16 1.2.1.79 1.2.1.20;Oxidoreductases
D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399];EC:1.1.1.95 1.1.1.399;Oxidoreductases
phosphoserine aminotransferase [EC:2.6.1.52];EC:2.6.1.52;Transferases
phosphoserine phosphatase [EC:3.1.3.3];EC:3.1.3.3;Hydrolases
glycine hydroxymethyltransferase [EC:2.1.2.1];EC:2.1.2.1;Transferases
threonine dehydratase [EC:4.3.1.19];EC:4.3.1.19;Lyases
L-serine dehydratase [EC:4.3.1.17];EC:4.3.1.17;Lyases
D-serine dehydratase [EC:4.3.1.18];EC:4.3.1.18;Lyases
choline dehydrogenase [EC:1.1.99.1];EC:1.1.99.1;Oxidoreductases
betaine-aldehyde dehydrogenase [EC:1.2.1.8];EC:1.2.1.8;Oxidoreductases
aminomethyltransferase [EC:2.1.2.10];EC:2.1.2.10;Transferases
glycine dehydrogenase [EC:1.4.4.2];EC:1.4.4.2;Oxidoreductases
threonine 3-dehydrogenase [EC:1.1.1.103];EC:1.1.1.103;Oxidoreductases
glycine C-acetyltransferase [EC:2.3.1.29];EC:2.3.1.29;Transferases
threonine aldolase [EC:4.1.2.48];EC:4.1.2.48;Lyases
threonine synthase [EC:4.2.3.1];EC:4.2.3.1;Lyases
homoserine kinase [EC:2.7.1.39];EC:2.7.1.39;Transferases
bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3];EC:2.7.2.4 1.1.1.3;Transferases
aspartate-semialdehyde dehydrogenase [EC:1.2.1.11];EC:1.2.1.11;Oxidoreductases
tryptophan synthase alpha chain [EC:4.2.1.20];EC:4.2.1.20;Lyases
CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8];EC:2.7.8.8;Transferases
glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81];EC:1.1.1.79 1.1.1.81;Oxidoreductases
glycerate 2-kinase [EC:2.7.1.165];EC:2.7.1.165;Transferases
4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7];EC:4.3.3.7;Lyases
4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8];EC:1.17.1.8;Oxidoreductases
serine O-acetyltransferase [EC:2.3.1.30];EC:2.3.1.30;Transferases
cysteine synthase [EC:2.5.1.47];EC:2.5.1.47;Transferases
S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144];EC:2.5.1.144;Transferases
cysteine-S-conjugate beta-lyase [EC:4.4.1.13];EC:4.4.1.13;Lyases
thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2];EC:2.8.1.1 2.8.1.2;Transferases
D-cysteine desulfhydrase [EC:4.4.1.15];EC:4.4.1.15;Lyases
cystathionine gamma-synthase [EC:2.5.1.48];EC:2.5.1.48;Transferases
homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31];EC:2.3.1.46 2.3.1.31;Transferases
