Nombre;Codigo;Clase
ribulose-phosphate 3-epimerase [EC:5.1.3.1];EC:5.1.3.1;Isomerases
ribose 5-phosphate isomerase A [EC:5.3.1.6];EC:5.3.1.6;Isomerases
transketolase [EC:2.2.1.1];EC:2.2.1.1;Transferases
ribokinase [EC:2.7.1.15];EC:2.7.1.15;Transferases
phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7];EC:5.4.2.2 5.4.2.7;Isomerases
ribose-phosphate pyrophosphokinase [EC:2.7.6.1];EC:2.7.6.1;Transferases
transaldolase [EC:2.2.1.2];EC:2.2.1.2;Transferases
deoxyribose-phosphate aldolase [EC:4.1.2.4];EC:4.1.2.4;Lyases
hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31];EC:1.1.1.47 3.1.1.31;Oxidoreductases
beta-glucuronidase [EC:3.2.1.31];EC:3.2.1.31;Hydrolases
glucuronosyltransferase [EC:2.4.1.17];EC:2.4.1.17;Transferases
UDPglucose 6-dehydrogenase [EC:1.1.1.22];EC:1.1.1.22;Oxidoreductases
UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9];EC:2.7.7.9;Transferases
xylulokinase [EC:2.7.1.17];EC:2.7.1.17;Transferases
L-xylulose reductase [EC:1.1.1.10];EC:1.1.1.10;Oxidoreductases
aldehyde reductase [EC:1.1.1.21];EC:1.1.1.21;Oxidoreductases
dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179];EC:1.3.1.20 1.1.1.179;Oxidoreductases
L-iditol 2-dehydrogenase [EC:1.1.1.14];EC:1.1.1.14;Oxidoreductases
L-gulonate 3-dehydrogenase [EC:1.1.1.45];EC:1.1.1.45;Oxidoreductases
ketohexokinase [EC:2.7.1.3];EC:2.7.1.3;Transferases
6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46];EC:2.7.1.105 3.1.3.46;Transferases
mannose-6-phosphate isomerase [EC:5.3.1.8];EC:5.3.1.8;Isomerases
phosphomannomutase [EC:5.4.2.8];EC:5.4.2.8;Isomerases
mannose-1-phosphate guanylyltransferase [EC:2.7.7.13];EC:2.7.7.13;Transferases
GDPmannose 4,6-dehydratase [EC:4.2.1.47];EC:4.2.1.47;Lyases
GDP-L-fucose synthase [EC:1.1.1.271];EC:1.1.1.271;Oxidoreductases
fucose-1-phosphate guanylyltransferase [EC:2.7.7.30];EC:2.7.7.30;Transferases
fucokinase [EC:2.7.1.52];EC:2.7.1.52;Transferases
triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15];EC:2.7.1.28 2.7.1.29 4.6.1.15;Transferases
alpha-galactosidase [EC:3.2.1.22];EC:3.2.1.22;Hydrolases
lactase-phlorizin hydrolase [EC:3.2.1.108 3.2.1.62];EC:3.2.1.108 3.2.1.62;Hydrolases
beta-galactosidase [EC:3.2.1.23];EC:3.2.1.23;Hydrolases
UDP-glucose 4-epimerase [EC:5.1.3.2];EC:5.1.3.2;Isomerases
UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12];EC:2.7.7.12;Transferases
beta-1,4-galactosyltransferase 1 [EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-];EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-;Transferases
neutral alpha-glucosidase C [EC:3.2.1.20];EC:3.2.1.20;Hydrolases
sucrase-isomaltase [EC:3.2.1.48 3.2.1.10];EC:3.2.1.48 3.2.1.10;Hydrolases
galactokinase [EC:2.7.1.6];EC:2.7.1.6;Transferases
inositol oxygenase [EC:1.13.99.1];EC:1.13.99.1;Oxidoreductases
fatty acid synthase, animal type [EC:2.3.1.85];EC:2.3.1.85;Transferases
acetyl-CoA carboxylase / biotin carboxylase 2 [EC:6.4.1.2 6.3.4.14 2.1.3.15];EC:6.4.1.2 6.3.4.14 2.1.3.15;Ligases
[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39];EC:2.3.1.39;Transferases
3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];EC:2.3.1.179;Transferases
medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21];EC:3.1.2.21;Hydrolases
long-chain acyl-CoA synthetase [EC:6.2.1.3];EC:6.2.1.3;Ligases
malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-];EC:6.2.1.-;No informacion
undefined_Enzimaptr00061;1;No informacion
3-hydroxyacyl-thioester dehydratase, animal type [EC:4.2.1.-];EC:4.2.1.-;No informacion
mitochondrial enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase [EC:1.3.1.- 1.3.1.38];EC:1.3.1.- 1.3.1.38;No informacion
acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15];EC:6.4.1.2 6.3.4.14 2.1.3.15;Ligases
carbonyl reductase 4 / 3-oxoacyl-[acyl-carrier protein] reductase beta subunit [EC:1.1.1.-];EC:1.1.1.-;No informacion
17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) / 3-oxoacyl-[acyl-carrier protein] reductase alpha subunit [EC:1.1.1.62 1.1.1.239];EC:1.1.1.62 1.1.1.239;Oxidoreductases
3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35];EC:1.1.1.35;Oxidoreductases
acetyl-CoA acyltransferase 2 [EC:2.3.1.16];EC:2.3.1.16;Transferases
enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211];EC:4.2.1.17 1.1.1.211;Lyases
palmitoyl-protein thioesterase [EC:3.1.2.22];EC:3.1.2.22;Hydrolases
17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330];EC:1.1.1.62 1.1.1.330;Oxidoreductases
very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134];EC:4.2.1.134;Lyases
very-long-chain enoyl-CoA reductase [EC:1.3.1.93];EC:1.3.1.93;Oxidoreductases
acyl-coenzyme A thioesterase 7 [EC:3.1.2.2];EC:3.1.2.2;Hydrolases
elongation of very long chain fatty acids protein 1 [EC:2.3.1.199];EC:2.3.1.199;Transferases
acetyl-CoA C-acetyltransferase [EC:2.3.1.9];EC:2.3.1.9;Transferases
enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8];EC:4.2.1.17 1.1.1.35 5.3.3.8;Lyases
butyryl-CoA dehydrogenase [EC:1.3.8.1];EC:1.3.8.1;Oxidoreductases
acyl-CoA dehydrogenase [EC:1.3.8.7];EC:1.3.8.7;Oxidoreductases
glutaryl-CoA dehydrogenase [EC:1.3.8.6];EC:1.3.8.6;Oxidoreductases
long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8];EC:1.3.8.8;Oxidoreductases
carnitine O-palmitoyltransferase 2 [EC:2.3.1.21];EC:2.3.1.21;Transferases
long-chain fatty acid omega-monooxygenase [EC:1.14.14.80];EC:1.14.14.80;Oxidoreductases
acyl-CoA oxidase [EC:1.3.3.6];EC:1.3.3.6;Oxidoreductases
short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12];EC:1.3.99.12;Oxidoreductases
very long chain acyl-CoA dehydrogenase [EC:1.3.8.9];EC:1.3.8.9;Oxidoreductases
carnitine O-palmitoyltransferase 1, liver isoform [EC:2.3.1.21];EC:2.3.1.21;Transferases
hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4];EC:4.1.3.4;Lyases
3-hydroxybutyrate dehydrogenase [EC:1.1.1.30];EC:1.1.1.30;Oxidoreductases
3-oxoacid CoA-transferase [EC:2.8.3.5];EC:2.8.3.5;Transferases
hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10];EC:2.3.3.10;Transferases
sterol 14alpha-demethylase [EC:1.14.14.154 1.14.15.36];EC:1.14.14.154 1.14.15.36;Oxidoreductases
Delta14-sterol reductase [EC:1.3.1.70];EC:1.3.1.70;Oxidoreductases
cholestenol Delta-isomerase [EC:5.3.3.5];EC:5.3.3.5;Isomerases
Delta7-sterol 5-desaturase [EC:1.14.19.20];EC:1.14.19.20;Oxidoreductases
7-dehydrocholesterol reductase [EC:1.3.1.21];EC:1.3.1.21;Oxidoreductases
Delta24-sterol reductase [EC:1.3.1.72 1.3.1.-];EC:1.3.1.72 1.3.1.-;Oxidoreductases
lanosterol synthase [EC:5.4.99.7];EC:5.4.99.7;Isomerases
methylsterol monooxygenase [EC:1.14.18.9];EC:1.14.18.9;Oxidoreductases
sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170];EC:1.1.1.170;Oxidoreductases
17beta-estradiol 17-dehydrogenase / 3beta-hydroxysteroid 3-dehydrogenase [EC:1.1.1.62 1.1.1.270];EC:1.1.1.62 1.1.1.270;Oxidoreductases
calcidiol 1-monooxygenase (25-hydroxyvitamin D3 1alpha-hydroxylase) [EC:1.14.15.18];EC:1.14.15.18;Oxidoreductases
vitamin D 25-hydroxylase [EC:1.14.14.24];EC:1.14.14.24;Oxidoreductases
lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13];EC:3.1.1.13;Hydrolases
sterol O-acyltransferase [EC:2.3.1.26];EC:2.3.1.26;Transferases
vitamin D3 24-hydroxylase [EC:1.14.15.16];EC:1.14.15.16;Oxidoreductases
farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21];EC:2.5.1.21;Transferases
squalene monooxygenase [EC:1.14.14.17];EC:1.14.14.17;Oxidoreductases
cholesterol 25-hydroxylase [EC:1.14.99.38];EC:1.14.99.38;Oxidoreductases
25/26-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.29];EC:1.14.14.29;Oxidoreductases
cholesterol 24-hydroxylase [EC:1.14.14.25];EC:1.14.14.25;Oxidoreductases
24-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.26];EC:1.14.14.26;Oxidoreductases
cholestanetriol 26-monooxygenase [EC:1.14.15.15];EC:1.14.15.15;Oxidoreductases
cholesterol 7alpha-monooxygenase [EC:1.14.14.23];EC:1.14.14.23;Oxidoreductases
cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase [EC:1.1.1.181];EC:1.1.1.181;Oxidoreductases
sterol 12-alpha-hydroxylase [EC:1.14.18.8 1.14.14.139];EC:1.14.18.8 1.14.14.139;Oxidoreductases
3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3];EC:1.3.1.3;Oxidoreductases
3alpha-hydroxysteroid 3-dehydrogenase / chlordecone reductase [EC:1.1.1.50 1.1.1.357 1.1.1.225];EC:1.1.1.50 1.1.1.357 1.1.1.225;Oxidoreductases
solute carrier family 27 (fatty acid transporter), member 5 [EC:6.2.1.7];EC:6.2.1.7;Ligases
alpha-methylacyl-CoA racemase [EC:5.1.99.4];EC:5.1.99.4;Isomerases
3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase [EC:1.17.99.3];EC:1.17.99.3;Oxidoreductases
(3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2 [EC:1.1.1.- 4.2.1.107 4.2.1.119];EC:1.1.1.- 4.2.1.107 4.2.1.119;No informacion
sterol carrier protein 2 [EC:2.3.1.176];EC:2.3.1.176;Transferases
bile acid-CoA:amino acid N-acyltransferase [EC:2.3.1.65 3.1.2.2];EC:2.3.1.65 3.1.2.2;Transferases
acyl-CoA thioesterase 8 [EC:3.1.2.27];EC:3.1.2.27;Hydrolases
4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27];EC:1.13.11.27;Oxidoreductases
tyrosine aminotransferase [EC:2.6.1.5];EC:2.6.1.5;Transferases
ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-];EC:1.14.13.-;No informacion
2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.201];EC:2.1.1.201;Transferases
3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60];EC:1.14.99.60;Oxidoreductases
polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase [EC:2.1.1.114 2.1.1.64];EC:2.1.1.114 2.1.1.64;Transferases
NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2];EC:1.6.5.2;Oxidoreductases
vitamin K-dependent gamma-carboxylase [EC:4.1.1.90];EC:4.1.1.90;Lyases
vitamin-K-epoxide reductase (warfarin-sensitive) [EC:1.17.4.4];EC:1.17.4.4;Oxidoreductases
steryl-sulfatase [EC:3.1.6.2];EC:3.1.6.2;Hydrolases
cholesterol monooxygenase (side-chain-cleaving) [EC:1.14.15.6];EC:1.14.15.6;Oxidoreductases
alcohol sulfotransferase [EC:2.8.2.2];EC:2.8.2.2;Transferases
steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase [EC:1.14.14.19 1.14.14.32];EC:1.14.14.19 1.14.14.32;Oxidoreductases
steroid 21-monooxygenase [EC:1.14.14.16];EC:1.14.14.16;Oxidoreductases
3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1];EC:1.1.1.145 5.3.3.1;Oxidoreductases
3-oxo-5-alpha-steroid 4-dehydrogenase 2 [EC:1.3.1.22];EC:1.3.1.22;Oxidoreductases
3alpha-hydroxysteroid 3-dehydrogenase [EC:1.1.1.213 1.1.1.357];EC:1.1.1.213 1.1.1.357;Oxidoreductases
steroid 11beta-monooxygenase [EC:1.14.15.4];EC:1.14.15.4;Oxidoreductases
corticosteroid 11-beta-dehydrogenase isozyme 2 [EC:1.1.1.-];EC:1.1.1.-;No informacion
corticosteroid 11-beta-dehydrogenase isozyme 1 [EC:1.1.1.146];EC:1.1.1.146;Oxidoreductases
20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase [EC:1.1.1.149 1.1.1.357 1.3.1.20];EC:1.1.1.149 1.1.1.357 1.3.1.20;Oxidoreductases
aldo-keto reductase family 1 member C3 [EC:1.1.1.51 1.1.1.188 1.1.1.213 1.1.1.357];EC:1.1.1.51 1.1.1.188 1.1.1.213 1.1.1.357;Oxidoreductases
cytochrome P450 family 1 subfamily A polypeptide 1 [EC:1.14.14.1];EC:1.14.14.1;Oxidoreductases
aromatase [EC:1.14.14.14];EC:1.14.14.14;Oxidoreductases
testosterone 17beta-dehydrogenase (NADP+) [EC:1.1.1.64];EC:1.1.1.64;Oxidoreductases
17beta-estradiol 17-dehydrogenase / all-trans-retinol dehydrogenase (NAD+) / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.105 1.1.1.239];EC:1.1.1.62 1.1.1.105 1.1.1.239;Oxidoreductases
estrone sulfotransferase [EC:2.8.2.4];EC:2.8.2.4;Transferases
cytochrome P450 family 3 subfamily A polypeptide 5 [EC:1.14.14.1];EC:1.14.14.1;Oxidoreductases
17beta-estradiol 17-dehydrogenase [EC:1.1.1.62];EC:1.1.1.62;Oxidoreductases
catechol O-methyltransferase [EC:2.1.1.6];EC:2.1.1.6;Transferases
cytochrome P450 family 1 subfamily B polypeptide 1 [EC:1.14.14.1];EC:1.14.14.1;Oxidoreductases
cytochrome P450 family 2 subfamily E polypeptide 1 [EC:1.14.13.-];EC:1.14.13.-;No informacion
cytochrome P450 family 3 subfamily A polypeptide 4 [EC:1.14.13.32 1.14.14.55 1.14.14.56 1.14.14.57 1.14.14.73 1.14.13.-];EC:1.14.13.32 1.14.14.55 1.14.14.56 1.14.14.57 1.14.14.73 1.14.13.-;Oxidoreductases
V-type H+-transporting ATPase 21kDa proteolipid subunit;t;No informacion
inorganic pyrophosphatase [EC:3.6.1.1];EC:3.6.1.1;Hydrolases
non-gastric H+/K+-exchanging ATPase [EC:7.2.2.19];EC:7.2.2.19;Translocases
glutaminase [EC:3.5.1.2];EC:3.5.1.2;Hydrolases
carbamoyl-phosphate synthase (ammonia) [EC:6.3.4.16];EC:6.3.4.16;Ligases
glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3];EC:1.4.1.3;Oxidoreductases
glutamine synthetase [EC:6.3.1.2];EC:6.3.1.2;Ligases
aspartate aminotransferase, cytoplasmic [EC:2.6.1.1];EC:2.6.1.1;Transferases
N-acetylglutamate synthase [EC:2.3.1.1];EC:2.3.1.1;Transferases
alanine transaminase [EC:2.6.1.2];EC:2.6.1.2;Transferases
aminoacylase [EC:3.5.1.14];EC:3.5.1.14;Hydrolases
arginase [EC:3.5.3.1];EC:3.5.3.1;Hydrolases
ornithine carbamoyltransferase [EC:2.1.3.3];EC:2.1.3.3;Transferases
argininosuccinate lyase [EC:4.3.2.1];EC:4.3.2.1;Lyases
nitric-oxide synthase, inducible [EC:1.14.13.39];EC:1.14.13.39;Oxidoreductases
argininosuccinate synthase [EC:6.3.4.5];EC:6.3.4.5;Ligases
ADP-sugar pyrophosphatase / 8-oxo-dGDP phosphatase / ADP-D-ribose pyrophosphorylase [EC:3.6.1.13 3.6.1.58 2.7.7.96];EC:3.6.1.13 3.6.1.58 2.7.7.96;Hydrolases
amidophosphoribosyltransferase [EC:2.4.2.14];EC:2.4.2.14;Transferases
phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 2.1.2.2 6.3.3.1];EC:6.3.4.13 2.1.2.2 6.3.3.1;Ligases
phosphoribosylformylglycinamidine synthase [EC:6.3.5.3];EC:6.3.5.3;Ligases
phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:4.1.1.21 6.3.2.6];EC:4.1.1.21 6.3.2.6;Lyases
adenylosuccinate lyase [EC:4.3.2.2];EC:4.3.2.2;Lyases
adenine phosphoribosyltransferase [EC:2.4.2.7];EC:2.4.2.7;Transferases
phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10];EC:2.1.2.3 3.5.4.10;Transferases
3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25];EC:2.7.7.4 2.7.1.25;Transferases
nucleoside-diphosphate kinase [EC:2.7.4.6];EC:2.7.4.6;Transferases
inosine triphosphate pyrophosphatase [EC:3.6.1.-];EC:3.6.1.-;No informacion
AMP deaminase [EC:3.5.4.6];EC:3.5.4.6;Hydrolases
adenylosuccinate synthase [EC:6.3.4.4];EC:6.3.4.4;Ligases
ectonucleoside triphosphate diphosphohydrolase 5/6 [EC:3.6.1.6];EC:3.6.1.6;Hydrolases
apyrase [EC:3.6.1.5];EC:3.6.1.5;Hydrolases
IMP dehydrogenase [EC:1.1.1.205];EC:1.1.1.205;Oxidoreductases
hypoxanthine phosphoribosyltransferase [EC:2.4.2.8];EC:2.4.2.8;Transferases
5'-nucleotidase [EC:3.1.3.5];EC:3.1.3.5;Hydrolases
adenosine deaminase CECR1 [EC:3.5.4.4];ECR1 EC:3.5.4.4;Hydrolases
purine-nucleoside phosphorylase [EC:2.4.2.1];EC:2.4.2.1;Transferases
xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2];EC:1.17.1.4 1.17.3.2;Oxidoreductases
adenylate kinase [EC:2.7.4.3];EC:2.7.4.3;Transferases
adenosine kinase [EC:2.7.1.20];EC:2.7.1.20;Transferases
deoxycitidine kinase [EC:2.7.1.74];EC:2.7.1.74;Transferases
ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1];EC:1.17.4.1;Oxidoreductases
adenosinetriphosphatase [EC:3.6.1.3];EC:3.6.1.3;Hydrolases
nucleoside-triphosphatase [EC:3.6.1.15];EC:3.6.1.15;Hydrolases
adenosine deaminase [EC:3.5.4.4];EC:3.5.4.4;Hydrolases
adenylate cyclase 2 [EC:4.6.1.1];EC:4.6.1.1;Lyases
cGMP-inhibited 3',5'-cyclic phosphodiesterase B [EC:3.1.4.17];EC:3.1.4.17;Hydrolases
GMP reductase [EC:1.7.1.7];EC:1.7.1.7;Oxidoreductases
GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2];EC:6.3.5.2;Ligases
guanine deaminase [EC:3.5.4.3];EC:3.5.4.3;Hydrolases
bis(5'-nucleosidyl)-tetraphosphatase [EC:3.6.1.17];EC:3.6.1.17;Hydrolases
guanylate kinase [EC:2.7.4.8];EC:2.7.4.8;Transferases
deoxyguanosine kinase [EC:2.7.1.113];EC:2.7.1.113;Transferases
exopolyphosphatase [EC:3.6.1.11];EC:3.6.1.11;Hydrolases
guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [EC:3.1.7.2];EC:3.1.7.2;Hydrolases
guanylate cyclase soluble subunit alpha [EC:4.6.1.2];EC:4.6.1.2;Lyases
5-hydroxyisourate hydrolase [EC:3.5.2.17];EC:3.5.2.17;Hydrolases
2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97];EC:4.1.1.97;Lyases
high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8 [EC:3.1.4.53];EC:3.1.4.53;Hydrolases
U8 snoRNA-decapping enzyme [EC:3.6.1.62 3.6.1.64];EC:3.6.1.62 3.6.1.64;Hydrolases
nucleoside-triphosphate--adenylate kinase [EC:2.7.4.10];EC:2.7.4.10;Transferases
ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 [EC:3.1.4.1 3.6.1.9];EC:3.1.4.1 3.6.1.9;Hydrolases
arylamine N-acetyltransferase [EC:2.3.1.5];EC:2.3.1.5;Transferases
cytochrome P450 family 1 subfamily A polypeptide 2 [EC:1.14.14.1];EC:1.14.14.1;Oxidoreductases
carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3];EC:6.3.5.5 2.1.3.2 3.5.2.3;Ligases
dihydroorotate dehydrogenase [EC:1.3.5.2];EC:1.3.5.2;Oxidoreductases
uridine monophosphate synthetase [EC:2.4.2.10 4.1.1.23];EC:2.4.2.10 4.1.1.23;Transferases
uridine kinase [EC:2.7.1.48];EC:2.7.1.48;Transferases
uracil phosphoribosyltransferase [EC:2.4.2.9];EC:2.4.2.9;Transferases
UMP-CMP kinase [EC:2.7.4.14];EC:2.7.4.14;Transferases
CTP synthase [EC:6.3.4.2];EC:6.3.4.2;Ligases
cytidine deaminase [EC:3.5.4.5];EC:3.5.4.5;Hydrolases
uridine phosphorylase [EC:2.4.2.3];EC:2.4.2.3;Transferases
thymidine phosphorylase [EC:2.4.2.4];EC:2.4.2.4;Transferases
dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2];EC:1.3.1.2;Oxidoreductases
dihydropyrimidinase [EC:3.5.2.2];EC:3.5.2.2;Hydrolases
beta-ureidopropionase [EC:3.5.1.6];EC:3.5.1.6;Hydrolases
dCTP diphosphatase [EC:3.6.1.12];EC:3.6.1.12;Hydrolases
dCMP deaminase [EC:3.5.4.12];EC:3.5.4.12;Hydrolases
thymidine kinase [EC:2.7.1.21];EC:2.7.1.21;Transferases
thymidylate synthase [EC:2.1.1.45];EC:2.1.1.45;Transferases
dTMP kinase [EC:2.7.4.9];EC:2.7.4.9;Transferases
dUTP pyrophosphatase [EC:3.6.1.23];EC:3.6.1.23;Hydrolases
