;n;enzima;gen;nob_Keeg;path;link
74;76;beta-galactosidase [EC:3.2.1.23];bgaS;sai:Saci_1849;sai00052;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1849
75;77;phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2];(GenBank);sai:Saci_0806;sai00052;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0806
76;79;UDP-glucose 4-epimerase [EC:5.1.3.2];(GenBank);sai:Saci_0761;sai00052;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0761
77;94;beta-galactosidase [EC:3.2.1.23];bgaS;sai:Saci_1849;sai00052;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1849
78;159;2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55];(GenBank);sai:Saci_0225;sai00052;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0225
79;160;gluconate/galactonate dehydratase [EC:4.2.1.140];(GenBank);sai:Saci_0885;sai00052;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0885
80;161;2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55];(GenBank);sai:Saci_0225;sai00052;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0225
81;162;2-dehydro-3-deoxygluconokinase / 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.178];kdgK;sai:Saci_0226;sai00052;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0226
82;166;aldose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.359];(GenBank);sai:Saci_1079;sai00052;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1079
83;172;aldose 1-epimerase [EC:5.1.3.3];(GenBank);sai:Saci_2185;sai00052;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_2185
84;73;aldehyde dehydrogenase (NAD+) [EC:1.2.1.3];(GenBank);sai:Saci_1857;sai00053;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1857
85;94;2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26];(GenBank);sai:Saci_1700;sai00053;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1700+sai:Saci_1938
86;60;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];(GenBank);sai:Saci_0158;sai00061;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0158+sai:Saci_0238+sai:Saci_1104+sai:Saci_1308+sai:Saci_1965
87;81;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];(GenBank);sai:Saci_0158;sai00061;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0158+sai:Saci_0238+sai:Saci_1104+sai:Saci_1308+sai:Saci_1965
88;92;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];(GenBank);sai:Saci_0158;sai00061;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0158+sai:Saci_0238+sai:Saci_1104+sai:Saci_1308+sai:Saci_1965
89;103;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];(GenBank);sai:Saci_0158;sai00061;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0158+sai:Saci_0238+sai:Saci_1104+sai:Saci_1308+sai:Saci_1965
90;114;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];(GenBank);sai:Saci_0158;sai00061;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0158+sai:Saci_0238+sai:Saci_1104+sai:Saci_1308+sai:Saci_1965
91;125;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];(GenBank);sai:Saci_0158;sai00061;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0158+sai:Saci_0238+sai:Saci_1104+sai:Saci_1308+sai:Saci_1965
92;136;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];(GenBank);sai:Saci_0158;sai00061;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0158+sai:Saci_0238+sai:Saci_1104+sai:Saci_1308+sai:Saci_1965
93;148;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];(GenBank);sai:Saci_0158;sai00061;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0158+sai:Saci_0238+sai:Saci_1104+sai:Saci_1308+sai:Saci_1965
94;301;long-chain acyl-CoA synthetase [EC:6.2.1.3];fadD;sai:Saci_1966;sai00061;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1966+sai:Saci_2207
95;348;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];(GenBank);sai:Saci_0158;sai00061;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0158+sai:Saci_0238+sai:Saci_1104+sai:Saci_1308+sai:Saci_1965
96;388;long-chain acyl-CoA synthetase [EC:6.2.1.3];fadD;sai:Saci_1966;sai00061;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1966+sai:Saci_2207
97;395;long-chain acyl-CoA synthetase [EC:6.2.1.3];fadD;sai:Saci_1966;sai00061;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1966+sai:Saci_2207
98;403;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];(GenBank);sai:Saci_0158;sai00061;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0158+sai:Saci_0238+sai:Saci_1104+sai:Saci_1308+sai:Saci_1965
99;53;acetyl-CoA C-acetyltransferase [EC:2.3.1.9];(GenBank);sai:Saci_0963;sai00071;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0963+sai:Saci_1114+sai:Saci_1121+sai:Saci_1361+sai:Saci_2209+sai:Saci_2232+sai:Saci_2233+sai:Saci_2288
100;54;acetyl-CoA acyltransferase [EC:2.3.1.16];(GenBank);sai:Saci_1728;sai00071;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1728
101;62;acetyl-CoA acyltransferase [EC:2.3.1.16];(GenBank);sai:Saci_1728;sai00071;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1728
102;69;acetyl-CoA acyltransferase [EC:2.3.1.16];(GenBank);sai:Saci_1728;sai00071;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1728
103;79;acetyl-CoA acyltransferase [EC:2.3.1.16];(GenBank);sai:Saci_1728;sai00071;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1728
104;84;alcohol dehydrogenase [EC:1.1.1.1];adh;sai:Saci_1115;sai00071;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1115+sai:Saci_2057+sai:Saci_2126+sai:Saci_2205+sai:Saci_2224
105;94;acetyl-CoA acyltransferase [EC:2.3.1.16];(GenBank);sai:Saci_1728;sai00071;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1728
106;105;acetyl-CoA acyltransferase [EC:2.3.1.16];(GenBank);sai:Saci_1728;sai00071;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1728
107;109;long-chain acyl-CoA synthetase [EC:6.2.1.3];fadD;sai:Saci_1966;sai00071;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1966+sai:Saci_2207
108;202;acetyl-CoA C-acetyltransferase [EC:2.3.1.9];(GenBank);sai:Saci_0963;sai00071;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0963+sai:Saci_1114+sai:Saci_1121+sai:Saci_1361+sai:Saci_2209+sai:Saci_2232+sai:Saci_2233+sai:Saci_2288
109;213;aldehyde dehydrogenase (NAD+) [EC:1.2.1.3];(GenBank);sai:Saci_1857;sai00071;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1857
110;217;acetyl-CoA acyltransferase [EC:2.3.1.16];(GenBank);sai:Saci_1728;sai00071;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1728
111;11;hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10];(GenBank);sai:Saci_1362;sai00072;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1362
112;14;acetyl-CoA C-acetyltransferase [EC:2.3.1.9];(GenBank);sai:Saci_0963;sai00072;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0963+sai:Saci_1114+sai:Saci_1121+sai:Saci_1361+sai:Saci_2209+sai:Saci_2232+sai:Saci_2233+sai:Saci_2288
113;65;flavin prenyltransferase [EC:2.5.1.129];pad;sai:Saci_0856;sai00130;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0856+sai:Saci_1414
114;92;4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39];ubiA;sai:Saci_2326;sai00130;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_2326
115;105;demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201];(GenBank);sai:Saci_1900;sai00130;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1900
116;136;demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201];(GenBank);sai:Saci_1900;sai00130;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1900
117;70;NADH-quinone oxidoreductase subunit N [EC:7.1.1.2];nqo14;sai:Saci_2338;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_2338
118;71;NADH-quinone oxidoreductase subunit L/M [EC:7.1.1.2];nqo12;sai:Saci_2339;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_2339
119;72;NADH-quinone oxidoreductase subunit L/M [EC:7.1.1.2];nqo12;sai:Saci_2339;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_2339
120;73;NADH-quinone oxidoreductase subunit K [EC:7.1.1.2];ndhE;sai:Saci_2340;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_2340
121;74;NADH-quinone oxidoreductase subunit J [EC:7.1.1.2];(GenBank);sai:Saci_2341;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_2341
122;75;NADH-quinone oxidoreductase subunit I [EC:7.1.1.2];(GenBank);sai:Saci_2342;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_2342
123;76;NADH-quinone oxidoreductase subunit H [EC:7.1.1.2];ndhA;sai:Saci_2343;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_2343
124;80;NADH-quinone oxidoreductase subunit D [EC:7.1.1.2];(GenBank);sai:Saci_2344;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_2344
125;81;NADH-quinone oxidoreductase subunit C [EC:7.1.1.2];(GenBank);sai:Saci_2345;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_2345
126;82;NADH-quinone oxidoreductase subunit B [EC:7.1.1.2];(GenBank);sai:Saci_1644;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1644
127;83;NADH-quinone oxidoreductase subunit A [EC:7.1.1.2];nou3;sai:Saci_2346;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_2346
128;94;NADH dehydrogenase [EC:1.6.99.3];(GenBank);sai:Saci_1702;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1702+sai:Saci_1934
129;100;cytochrome aa3-type oxidase subunit II [EC:7.1.1.4];soxA;sai:Saci_2089;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_2089+sai:Saci_2259
130;101;cytochrome aa3-type oxidase subunit I [EC:7.1.1.4];(GenBank);sai:Saci_2088;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_2088+sai:Saci_2263
131;102;cytochrome aa3-type oxidase subunit I/III [EC:7.1.1.4];soxM;sai:Saci_2263;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_2263
132;109;NADH-quinone oxidoreductase subunit B [EC:7.1.1.2];(GenBank);sai:Saci_1644;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1644+sai:Saci_2338+sai:Saci_2339+sai:Saci_2340+sai:Saci_2341+sai:Saci_2342+sai:Saci_2343+sai:Saci_2344+sai:Saci_2345+sai:Saci_2346
133;112;V/A-type H+/Na+-transporting ATPase subunit I;(GenBank);sai:Saci_1545;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1545+sai:Saci_1546+sai:Saci_1547+sai:Saci_1548+sai:Saci_1549+sai:Saci_1550+sai:Saci_1552
134;115;inorganic pyrophosphatase [EC:3.6.1.1];ppa;sai:Saci_0955;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0955
135;140;succinate dehydrogenase / fumarate reductase, cytochrome b subunit;sdhC;sai:Saci_0980;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0980
136;141;succinate dehydrogenase / fumarate reductase, subunit D;sdhD;sai:Saci_0979;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0979
137;142;succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4];sdhA;sai:Saci_0982;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0982
138;143;succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4];sdhB;sai:Saci_0981;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_0981
139;171;heme o synthase [EC:2.5.1.141];ctaB;sai:Saci_1635;sai00190;http://www.kegg.jp/dbget-bin/www_bget?sai:Saci_1635
